clinic_var,cohort,predictor,n_seg,segment,r,p_value,n
weight,external,seg16_12,16,12,0.4042756246751407,5.2769669711130255e-21,498
weight,external,seg16_13,16,13,0.376019277410488,3.588868980475159e-18,498
weight,external,seg16_14,16,14,0.35969769970195054,1.1737109475162766e-16,498
weight,external,seg16_15,16,15,0.3596181893423238,1.193244800697245e-16,498
weight,external,seg16_16,16,16,0.3645769836066996,4.2247450974580357e-17,498
age,internal,seg32_1,32,1,-0.07210766622374705,0.056538367939295855,700
age,internal,seg32_2,32,2,-0.07147172816550548,0.05875766436148234,700
age,internal,seg32_3,32,3,-0.06702201242277125,0.07638467636662169,700
age,internal,seg32_4,32,4,-0.059393256205425946,0.11642078399555071,700
age,internal,seg32_5,32,5,-0.049729523647726634,0.1887852076914641,700
age,internal,seg32_6,32,6,-0.03623025663622439,0.33848467536340177,700
age,internal,seg32_7,32,7,-0.01467059763175963,0.6984048181617591,700
age,internal,seg32_8,32,8,0.00986254839437232,0.7944947024991023,700
age,internal,seg32_9,32,9,0.03994845676075204,0.29121077703765963,700
age,internal,seg32_10,32,10,0.07280532252618595,0.05418422642197568,700
age,internal,seg32_11,32,11,0.10330965566952195,0.0062237352057518455,700
age,internal,seg32_12,32,12,0.13376583867428837,0.00038706931025621946,700
age,internal,seg32_13,32,13,0.1629725954953915,1.4699405753388014e-05,700
age,internal,seg32_14,32,14,0.19563887616779146,1.814857973083382e-07,700
age,internal,seg32_15,32,15,0.22735993515553415,1.1686447919756806e-09,700
age,internal,seg32_16,32,16,0.2598384638224391,2.896076990467573e-12,700
age,internal,seg32_17,32,17,0.290122834164662,4.830005033455335e-15,700
age,internal,seg32_18,32,18,0.3089290433909597,6.045416331585794e-17,700
age,internal,seg32_19,32,19,0.31901902709555785,5.040272260616188e-18,700
age,internal,seg32_20,32,20,0.3230207965294354,1.8323645436638078e-18,700
age,internal,seg32_21,32,21,0.32266392554521295,2.0066363148916347e-18,700
age,internal,seg32_22,32,22,0.32378849011711297,1.5064499817490293e-18,700
age,internal,seg32_23,32,23,0.3207997392045984,3.219026919743414e-18,700
age,internal,seg32_24,32,24,0.30671531647690303,1.0295604890366866e-16,700
age,internal,seg32_25,32,25,0.2930082677654173,2.5180341380618603e-15,700
age,internal,seg32_26,32,26,0.27532803801247546,1.213837143602179e-13,700
age,internal,seg32_27,32,27,0.2624310471365954,1.7274915152981062e-12,700
age,internal,seg32_28,32,28,0.24593152461739415,4.204540216259449e-11,700
age,internal,seg32_29,32,29,0.2290056519714699,8.8026826089562e-10,700
age,internal,seg32_30,32,30,0.2144215428679664,1.0061227723984222e-08,700
age,internal,seg32_31,32,31,0.22034541740678162,3.816924717743192e-09,700
age,internal,seg32_32,32,32,0.2288387354852966,9.060247589415461e-10,700
height,internal,seg32_1,32,1,0.1937270887480316,2.39940025368872e-07,700
height,internal,seg32_2,32,2,0.2025004573255147,6.510950811365495e-08,700
height,internal,seg32_3,32,3,0.20680259968129533,3.361182724715035e-08,700
height,internal,seg32_4,32,4,0.20801740178086675,2.781524168266542e-08,700
height,internal,seg32_5,32,5,0.20639975973192504,3.578028858437722e-08,700
height,internal,seg32_6,32,6,0.20125189719123215,7.867216774970538e-08,700
height,internal,seg32_7,32,7,0.1929552315817774,2.683599943608426e-07,700
height,internal,seg32_8,32,8,0.1805151160066676,1.5322055953604108e-06,700
height,internal,seg32_9,32,9,0.16331318881107892,1.4098315540420657e-05,700
height,internal,seg32_10,32,10,0.14681356352553138,9.678107635759152e-05,700
height,internal,seg32_11,32,11,0.13063952273170143,0.0005300736226728887,700
height,internal,seg32_12,32,12,0.11418792089416666,0.0024811508798632093,700
height,internal,seg32_13,32,13,0.09300196496810356,0.013834197811831378,700
height,internal,seg32_14,32,14,0.06461731698612516,0.08757257566010525,700
height,internal,seg32_15,32,15,0.029587279000447386,0.4344626682242183,700
height,internal,seg32_16,32,16,-0.009454339927128057,0.8028217865697572,700
height,internal,seg32_17,32,17,-0.04296614708595835,0.25626217946917945,700
height,internal,seg32_18,32,18,-0.06056782802147071,0.10935913172094266,700
height,internal,seg32_19,32,19,-0.06731122741838598,0.07512118748366635,700
height,internal,seg32_20,32,20,-0.07302952732696502,0.05344523334803512,700
height,internal,seg32_21,32,21,-0.07395328588572458,0.05048849453906752,700
height,internal,seg32_22,32,22,-0.0724899052463488,0.05523824926377615,700
height,internal,seg32_23,32,23,-0.07063292921981061,0.06179482478872847,700
height,internal,seg32_24,32,24,-0.06510720859996441,0.0851922468680229,700
height,internal,seg32_25,32,25,-0.06026131570908688,0.11116848756558585,700
height,internal,seg32_26,32,26,-0.048854804120646744,0.19669066136356078,700
height,internal,seg32_27,32,27,-0.03907744894045823,0.3018666356820087,700
height,internal,seg32_28,32,28,-0.028189296254775047,0.45649316478230645,700
height,internal,seg32_29,32,29,-0.017990288026518367,0.6346686047977864,700
height,internal,seg32_30,32,30,-0.02127490695994698,0.5741577439477468,700
height,internal,seg32_31,32,31,-0.045886626362837225,0.22531529385461266,700
height,internal,seg32_32,32,32,-0.07302377171259579,0.05346409863174911,700
weight,internal,seg32_1,32,1,0.44401495481254516,3.527880586667245e-35,700
weight,internal,seg32_2,32,2,0.45645334559546374,2.5485446736325828e-37,700
weight,internal,seg32_3,32,3,0.4680134064894548,2.1653668262931e-39,700
weight,internal,seg32_4,32,4,0.4776645164796127,3.507642422489038e-41,700
weight,internal,seg32_5,32,5,0.4864751549794506,7.240833513478232e-43,700
weight,internal,seg32_6,32,6,0.49653463757724614,7.493844178825831e-45,700
weight,internal,seg32_7,32,7,0.5076004845223773,4.10507599091624e-47,700
weight,internal,seg32_8,32,8,0.5162684237858339,6.068686764977887e-49,700
weight,internal,seg32_9,32,9,0.5229928222415874,2.1206816668990712e-50,700
weight,internal,seg32_10,32,10,0.5305909164673731,4.373554012191743e-52,700
weight,internal,seg32_11,32,11,0.5398749004116704,3.328009303042279e-54,700
weight,internal,seg32_12,32,12,0.5513640271254617,6.414091968026022e-57,700
weight,internal,seg32_13,32,13,0.557888002941149,1.6514500223182865e-58,700
weight,internal,seg32_14,32,14,0.5632865087157453,7.514211218304711e-60,700
weight,internal,seg32_15,32,15,0.565554598830397,2.016820768303957e-60,700
weight,internal,seg32_16,32,16,0.5669353566898478,9.010568433956477e-61,700
weight,internal,seg32_17,32,17,0.5673745949163906,6.967750890700313e-61,700
weight,internal,seg32_18,32,18,0.5707605544819585,9.477255946314922e-62,700
weight,internal,seg32_19,32,19,0.5732841476639554,2.110391352125983e-62,700
weight,internal,seg32_20,32,20,0.573179827294484,2.246160520682434e-62,700
weight,internal,seg32_21,32,21,0.5722694148006255,3.8666902601239924e-62,700
weight,internal,seg32_22,32,22,0.5714302069756904,6.369944830959885e-62,700
weight,internal,seg32_23,32,23,0.5694122445707762,2.1032793757472594e-61,700
weight,internal,seg32_24,32,24,0.5687417337515053,3.1222938586974354e-61,700
weight,internal,seg32_25,32,25,0.5660461960547452,1.514519033428661e-60,700
weight,internal,seg32_26,32,26,0.5669181581884726,9.101664892357262e-61,700
weight,internal,seg32_27,32,27,0.5694582789894527,2.046928940089408e-61,700
weight,internal,seg32_28,32,28,0.5682439433801517,4.184067043401893e-61,700
weight,internal,seg32_29,32,29,0.5542632216631412,1.2741299285739895e-57,700
weight,internal,seg32_30,32,30,0.5283198970851221,1.4097706676872616e-51,700
weight,internal,seg32_31,32,31,0.5114450686799157,6.427426238302595e-48,700
weight,internal,seg32_32,32,32,0.5071560996017701,5.078569167876364e-47,700
age,external,seg32_1,32,1,-0.07109071677048832,0.11308615386963562,498
age,external,seg32_2,32,2,-0.0657077670957402,0.14313199937665533,498
age,external,seg32_3,32,3,-0.06140094062572986,0.17129145866683762,498
age,external,seg32_4,32,4,-0.054373530380148805,0.2258026743196812,498
age,external,seg32_5,32,5,-0.04989140321863368,0.2664536337436325,498
age,external,seg32_6,32,6,-0.0393078247981984,0.3813976288434511,498
age,external,seg32_7,32,7,-0.0228488252052083,0.6109783027670128,498
age,external,seg32_8,32,8,-0.007231643759261238,0.872111278188986,498
age,external,seg32_9,32,9,0.01599865225264366,0.7217281189529524,498
age,external,seg32_10,32,10,0.03479343518177318,0.43849879685935994,498
age,external,seg32_11,32,11,0.051270367703147426,0.25344524119652967,498
age,external,seg32_12,32,12,0.06809223276339132,0.1291446520218959,498
age,external,seg32_13,32,13,0.0877188118882535,0.0504205507794378,498
age,external,seg32_14,32,14,0.10942596809656714,0.014559905895194982,498
age,external,seg32_15,32,15,0.1269786313273979,0.004539443369287626,498
age,external,seg32_16,32,16,0.1450411843724405,0.0011713263749508949,498
age,external,seg32_17,32,17,0.16194969722045566,0.000284568643263671,498
age,external,seg32_18,32,18,0.1752924515912453,8.407742833474995e-05,498
age,external,seg32_19,32,19,0.18144667433466413,4.644557682624582e-05,498
age,external,seg32_20,32,20,0.1832263837703263,3.8976687332058694e-05,498
age,external,seg32_21,32,21,0.18580750977540644,3.013644635542767e-05,498
age,external,seg32_22,32,22,0.18726218518200388,2.6029108949573295e-05,498
age,external,seg32_23,32,23,0.18794849584340717,2.4281116623037067e-05,498
age,external,seg32_24,32,24,0.1818532545299118,4.46286540995804e-05,498
age,external,seg32_25,32,25,0.1731099498481968,0.00010328135648963625,498
age,external,seg32_26,32,26,0.16127918811883188,0.0003018209613378318,498
age,external,seg32_27,32,27,0.15264502496487198,0.000631055539298422,498
age,external,seg32_28,32,28,0.14742427728360377,0.0009679275584352949,498
age,external,seg32_29,32,29,0.13969016665251177,0.0017791739878610252,498
age,external,seg32_30,32,30,0.13462048908591182,0.002609520911498239,498
age,external,seg32_31,32,31,0.13922195914204952,0.0018442115365465413,498
age,external,seg32_32,32,32,0.1369271056180309,0.0021956190182639734,498
height,external,seg32_1,32,1,0.167832704373648,0.00016812225595427385,498
height,external,seg32_2,32,2,0.16657576041942276,0.0001884109283630152,498
height,external,seg32_3,32,3,0.1640253738750087,0.0002368224644696858,498
height,external,seg32_4,32,4,0.15893326775457933,0.0003701714281689892,498
height,external,seg32_5,32,5,0.16111694533190085,0.00030613977895068404,498
height,external,seg32_6,32,6,0.1604923399902148,0.00032331081427704785,498
height,external,seg32_7,32,7,0.15209579101847243,0.0006605273055436601,498
height,external,seg32_8,32,8,0.1407033060486773,0.001645576519498295,498
height,external,seg32_9,32,9,0.12291630260011731,0.006023151935450179,498
height,external,seg32_10,32,10,0.1163208448591178,0.009373909407518607,498
height,external,seg32_11,32,11,0.10761418468045561,0.016285464928316354,498
height,external,seg32_12,32,12,0.0963331010753392,0.03160588267028201,498
height,external,seg32_13,32,13,0.08445620386885305,0.059653337962130806,498
height,external,seg32_14,32,14,0.06565066959969121,0.14348060786550162,498
height,external,seg32_15,32,15,0.046946174928211654,0.29575005453690495,498
height,external,seg32_16,32,16,0.024929448943598206,0.5788866707338949,498
height,external,seg32_17,32,17,0.0017902355064674594,0.9682124115971685,498
height,external,seg32_18,32,18,-0.021957447196045577,0.6249634103996301,498
height,external,seg32_19,32,19,-0.03727590942460231,0.40651385482438346,498
height,external,seg32_20,32,20,-0.041855882781360106,0.35127783783576283,498
height,external,seg32_21,32,21,-0.04331330445153643,0.33474532974713683,498
height,external,seg32_22,32,22,-0.0455807981249842,0.31003493934692844,498
height,external,seg32_23,32,23,-0.049307565083646185,0.2720969226295088,498
height,external,seg32_24,32,24,-0.047457632760006044,0.29051400071963823,498
height,external,seg32_25,32,25,-0.044686894989216616,0.31962921639573477,498
height,external,seg32_26,32,26,-0.0380185494778103,0.39722216439664276,498
height,external,seg32_27,32,27,-0.029571135832707728,0.5102858909848131,498
height,external,seg32_28,32,28,-0.019824646060557973,0.6589692429106775,498
height,external,seg32_29,32,29,-0.010521474667171283,0.814819799502351,498
height,external,seg32_30,32,30,-0.00304763002249751,0.945913082208183,498
height,external,seg32_31,32,31,-0.009060030150426758,0.8401677470403573,498
height,external,seg32_32,32,32,-0.02476636121750154,0.5813734184823759,498
weight,external,seg32_1,32,1,0.36549494873300903,3.479048519933143e-17,498
weight,external,seg32_2,32,2,0.3717547528320404,9.100296128472614e-18,498
weight,external,seg32_3,32,3,0.3782819323830289,2.178286773945218e-18,498
weight,external,seg32_4,32,4,0.3830138478900716,7.570339126305905e-19,498
weight,external,seg32_5,32,5,0.3911108157259522,1.191722474385576e-19,498
weight,external,seg32_6,32,6,0.39115971299003877,1.178306460497715e-19,498
weight,external,seg32_7,32,7,0.3847572345961188,5.106351777540773e-19,498
weight,external,seg32_8,32,8,0.38282901661856217,7.8919612905013e-19,498
weight,external,seg32_9,32,9,0.3788700276421565,1.9119490625459826e-18,498
weight,external,seg32_10,32,10,0.3855105929162719,4.3042552750649076e-19,498
weight,external,seg32_11,32,11,0.39309609569943227,7.514214250187479e-20,498
weight,external,seg32_12,32,12,0.3934360362749455,6.941467044719254e-20,498
weight,external,seg32_13,32,13,0.394873154855978,4.959580569298859e-20,498
weight,external,seg32_14,32,14,0.391185812737312,1.1712064598863497e-19,498
weight,external,seg32_15,32,15,0.3877933581658452,2.557700306301781e-19,498
weight,external,seg32_16,32,16,0.38719566336986244,2.932289490244927e-19,498
weight,external,seg32_17,32,17,0.39414911102042427,5.876174752060888e-20,498
weight,external,seg32_18,32,18,0.4063938942440463,3.1539392271978646e-21,498
weight,external,seg32_19,32,19,0.41740783896621747,2.0442211937505153e-22,498
weight,external,seg32_20,32,20,0.428282078304055,1.2399597651180303e-23,498
weight,external,seg32_21,32,21,0.4288667656487719,1.0634189138232409e-23,498
weight,external,seg32_22,32,22,0.42201775132243835,6.308911428385154e-23,498
weight,external,seg32_23,32,23,0.4107189894704609,1.090065697238459e-21,498
weight,external,seg32_24,32,24,0.3971324379524968,2.913801609343138e-20,498
weight,external,seg32_25,32,25,0.38306021118220956,7.491709507270168e-19,498
weight,external,seg32_26,32,26,0.3684031539338337,1.8726940023230417e-17,498
weight,external,seg32_27,32,27,0.35982603297608273,1.1428436124398125e-16,498
weight,external,seg32_28,32,28,0.3589449574003467,1.3719726618617636e-16,498
weight,external,seg32_29,32,29,0.3585408213454593,1.4916386689901116e-16,498
weight,external,seg32_30,32,30,0.3597530546889778,1.160297464741807e-16,498
weight,external,seg32_31,32,31,0.36256126172301556,6.457274709383456e-17,498
weight,external,seg32_32,32,32,0.3653176397421968,3.6122040568466965e-17,498
age,internal,seg64_1,64,1,-0.07196561039506547,0.05702797902761629,700
age,internal,seg64_2,64,2,-0.07223046509062774,0.05611794624823758,700
age,internal,seg64_3,64,3,-0.07146948746074355,0.05876560977060554,700
age,internal,seg64_4,64,4,-0.07145265525727128,0.05882532425298711,700
age,internal,seg64_5,64,5,-0.06896006796050044,0.06823946205409732,700
