rank,model_type,curve_feat_kind,curve_feat_param,use_stage1_score,model_kwargs,feat_k,sens_delta,spec_delta,ppv,ni_ci_upper,pass
380,hgb,band,16,True,"{'max_depth': 2, 'learning_rate': 0.1, 'max_iter': 300}",16,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
381,hgb,band,16,True,"{'max_depth': 2, 'learning_rate': 0.15, 'max_iter': 150}",16,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
382,hgb,band,16,True,"{'max_depth': 3, 'learning_rate': 0.06, 'max_iter': 500}",16,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
383,hgb,band,16,True,"{'max_depth': 3, 'learning_rate': 0.1, 'max_iter': 500}",16,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
384,hgb,band,16,True,"{'max_depth': 3, 'learning_rate': 0.15, 'max_iter': 300}",16,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
385,hgb,band,16,True,"{'max_depth': 4, 'learning_rate': 0.06, 'max_iter': 300}",16,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
386,hgb,band,16,True,"{'max_depth': 4, 'learning_rate': 0.06, 'max_iter': 500}",16,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
387,hgb,band,16,True,"{'max_depth': 4, 'learning_rate': 0.15, 'max_iter': 500}",16,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
388,hgb,band,32,True,"{'max_depth': 2, 'learning_rate': 0.03, 'max_iter': 500}",32,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
389,hgb,band,32,True,"{'max_depth': 2, 'learning_rate': 0.06, 'max_iter': 300}",32,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
390,hgb,band,32,True,"{'max_depth': 2, 'learning_rate': 0.06, 'max_iter': 500}",32,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
391,hgb,band,32,True,"{'max_depth': 2, 'learning_rate': 0.1, 'max_iter': 100}",32,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
392,hgb,band,32,True,"{'max_depth': 2, 'learning_rate': 0.15, 'max_iter': 150}",32,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
393,hgb,band,32,True,"{'max_depth': 4, 'learning_rate': 0.03, 'max_iter': 100}",32,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
394,hgb,band,32,True,"{'max_depth': 4, 'learning_rate': 0.06, 'max_iter': 500}",32,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
395,hgb,band,32,True,"{'max_depth': 4, 'learning_rate': 0.1, 'max_iter': 100}",32,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
396,hgb,band,32,True,"{'max_depth': 4, 'learning_rate': 0.1, 'max_iter': 500}",32,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
397,hgb,band,32,True,"{'max_depth': 4, 'learning_rate': 0.15, 'max_iter': 300}",32,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
398,hgb,combo,"(8, 0.9)",True,"{'max_depth': 2, 'learning_rate': 0.15, 'max_iter': 300}",12,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
399,hgb,combo,"(8, 0.9)",True,"{'max_depth': 3, 'learning_rate': 0.1, 'max_iter': 500}",12,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
400,hgb,combo,"(8, 0.9)",True,"{'max_depth': 3, 'learning_rate': 0.15, 'max_iter': 150}",12,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
401,hgb,combo,"(8, 0.9)",True,"{'max_depth': 3, 'learning_rate': 0.15, 'max_iter': 300}",12,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
402,hgb,combo,"(8, 0.9)",True,"{'max_depth': 4, 'learning_rate': 0.06, 'max_iter': 100}",12,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
403,hgb,combo,"(8, 0.9)",True,"{'max_depth': 4, 'learning_rate': 0.1, 'max_iter': 300}",12,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
404,hgb,combo,"(8, 0.9)",True,"{'max_depth': 4, 'learning_rate': 0.15, 'max_iter': 300}",12,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
405,hgb,combo,"(8, 0.9)",True,"{'max_depth': 4, 'learning_rate': 0.15, 'max_iter': 500}",12,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
406,hgb,radiomics1d,8,True,"{'max_depth': 2, 'learning_rate': 0.15, 'max_iter': 500}",18,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
407,hgb,radiomics1d,8,True,"{'max_depth': 3, 'learning_rate': 0.06, 'max_iter': 300}",18,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
408,hgb,radiomics1d,8,True,"{'max_depth': 4, 'learning_rate': 0.03, 'max_iter': 300}",18,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
409,hgb,radiomics1d,8,True,"{'max_depth': 4, 'learning_rate': 0.03, 'max_iter': 500}",18,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
410,hgb,radiomics1d,8,True,"{'max_depth': 4, 'learning_rate': 0.06, 'max_iter': 300}",18,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
411,hgb,radiomics1d,8,True,"{'max_depth': 4, 'learning_rate': 0.15, 'max_iter': 500}",18,0.0,0.002081165452653466,0.20855614973262032,0.023537597639319504,True
412,hgb,pca,0.9,True,"{'max_depth': 2, 'learning_rate': 0.03, 'max_iter': 500}",4,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
413,hgb,pca,0.9,True,"{'max_depth': 2, 'learning_rate': 0.1, 'max_iter': 300}",4,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
414,hgb,pca,0.9,True,"{'max_depth': 2, 'learning_rate': 0.1, 'max_iter': 500}",4,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
415,hgb,pca,0.9,True,"{'max_depth': 2, 'learning_rate': 0.15, 'max_iter': 150}",4,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
416,hgb,pca,0.9,True,"{'max_depth': 3, 'learning_rate': 0.06, 'max_iter': 300}",4,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
417,hgb,pca,0.9,True,"{'max_depth': 4, 'learning_rate': 0.15, 'max_iter': 100}",4,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
418,hgb,pca,0.9,True,"{'max_depth': 4, 'learning_rate': 0.15, 'max_iter': 150}",4,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
419,hgb,pca,0.95,True,"{'max_depth': 2, 'learning_rate': 0.03, 'max_iter': 500}",6,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
420,hgb,pca,0.95,True,"{'max_depth': 2, 'learning_rate': 0.1, 'max_iter': 100}",6,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
421,hgb,pca,0.95,True,"{'max_depth': 2, 'learning_rate': 0.1, 'max_iter': 300}",6,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
422,hgb,pca,0.95,True,"{'max_depth': 2, 'learning_rate': 0.15, 'max_iter': 300}",6,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
423,hgb,pca,0.95,True,"{'max_depth': 4, 'learning_rate': 0.06, 'max_iter': 500}",6,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
424,hgb,pca,0.95,True,"{'max_depth': 4, 'learning_rate': 0.15, 'max_iter': 500}",6,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
425,hgb,band,4,True,"{'max_depth': 2, 'learning_rate': 0.03, 'max_iter': 150}",4,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
426,hgb,band,4,True,"{'max_depth': 3, 'learning_rate': 0.06, 'max_iter': 100}",4,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
427,hgb,band,4,True,"{'max_depth': 3, 'learning_rate': 0.1, 'max_iter': 150}",4,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
428,hgb,band,4,True,"{'max_depth': 3, 'learning_rate': 0.1, 'max_iter': 300}",4,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
429,hgb,band,4,True,"{'max_depth': 3, 'learning_rate': 0.1, 'max_iter': 500}",4,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
430,hgb,band,4,True,"{'max_depth': 4, 'learning_rate': 0.1, 'max_iter': 300}",4,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
431,hgb,band,4,True,"{'max_depth': 4, 'learning_rate': 0.1, 'max_iter': 500}",4,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
432,hgb,band,4,True,"{'max_depth': 4, 'learning_rate': 0.15, 'max_iter': 150}",4,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
433,hgb,band,8,True,"{'max_depth': 3, 'learning_rate': 0.06, 'max_iter': 100}",8,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
434,hgb,band,8,True,"{'max_depth': 3, 'learning_rate': 0.06, 'max_iter': 500}",8,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
435,hgb,band,8,True,"{'max_depth': 3, 'learning_rate': 0.1, 'max_iter': 300}",8,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
436,hgb,band,8,True,"{'max_depth': 3, 'learning_rate': 0.1, 'max_iter': 500}",8,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
437,hgb,band,8,True,"{'max_depth': 3, 'learning_rate': 0.15, 'max_iter': 300}",8,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
438,hgb,band,8,True,"{'max_depth': 4, 'learning_rate': 0.03, 'max_iter': 500}",8,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
439,hgb,band,16,True,"{'max_depth': 2, 'learning_rate': 0.1, 'max_iter': 500}",16,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
440,hgb,band,16,True,"{'max_depth': 2, 'learning_rate': 0.15, 'max_iter': 300}",16,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
441,hgb,band,16,True,"{'max_depth': 2, 'learning_rate': 0.15, 'max_iter': 500}",16,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
442,hgb,band,16,True,"{'max_depth': 4, 'learning_rate': 0.03, 'max_iter': 500}",16,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
443,hgb,band,32,True,"{'max_depth': 2, 'learning_rate': 0.1, 'max_iter': 150}",32,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
444,hgb,band,32,True,"{'max_depth': 2, 'learning_rate': 0.1, 'max_iter': 500}",32,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
445,hgb,band,32,True,"{'max_depth': 2, 'learning_rate': 0.15, 'max_iter': 500}",32,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
446,hgb,band,32,True,"{'max_depth': 3, 'learning_rate': 0.06, 'max_iter': 300}",32,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
447,hgb,band,32,True,"{'max_depth': 3, 'learning_rate': 0.1, 'max_iter': 150}",32,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
448,hgb,band,32,True,"{'max_depth': 3, 'learning_rate': 0.15, 'max_iter': 300}",32,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
449,hgb,band,32,True,"{'max_depth': 4, 'learning_rate': 0.1, 'max_iter': 150}",32,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
450,hgb,combo,"(8, 0.9)",True,"{'max_depth': 3, 'learning_rate': 0.06, 'max_iter': 300}",12,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
451,hgb,combo,"(8, 0.9)",True,"{'max_depth': 3, 'learning_rate': 0.06, 'max_iter': 500}",12,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
452,hgb,combo,"(8, 0.9)",True,"{'max_depth': 3, 'learning_rate': 0.15, 'max_iter': 500}",12,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
453,hgb,combo,"(8, 0.9)",True,"{'max_depth': 4, 'learning_rate': 0.15, 'max_iter': 150}",12,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
454,hgb,radiomics1d,8,True,"{'max_depth': 3, 'learning_rate': 0.15, 'max_iter': 100}",18,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
455,hgb,radiomics1d,8,True,"{'max_depth': 3, 'learning_rate': 0.15, 'max_iter': 150}",18,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
456,hgb,radiomics1d,8,True,"{'max_depth': 4, 'learning_rate': 0.1, 'max_iter': 150}",18,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
457,hgb,radiomics1d,8,True,"{'max_depth': 4, 'learning_rate': 0.1, 'max_iter': 500}",18,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
458,hgb,band,8,True,,8,0.0,0.0,0.20781527531083482,0.023537597639319504,False
459,hgb,pca,0.9,True,"{'max_depth': 3, 'learning_rate': 0.15, 'max_iter': 100}",4,0.0,0.0,0.20781527531083482,0.023537597639319504,False
460,hgb,pca,0.9,True,"{'max_depth': 4, 'learning_rate': 0.06, 'max_iter': 100}",4,0.0,0.0,0.20781527531083482,0.023537597639319504,False
461,hgb,pca,0.9,True,"{'max_depth': 4, 'learning_rate': 0.06, 'max_iter': 150}",4,0.0,0.0,0.20781527531083482,0.023537597639319504,False
462,hgb,pca,0.9,True,"{'max_depth': 4, 'learning_rate': 0.06, 'max_iter': 300}",4,0.0,0.0,0.20781527531083482,0.023537597639319504,False
463,hgb,pca,0.9,True,"{'max_depth': 4, 'learning_rate': 0.06, 'max_iter': 500}",4,0.0,0.0,0.20781527531083482,0.023537597639319504,False
464,hgb,pca,0.95,True,"{'max_depth': 2, 'learning_rate': 0.06, 'max_iter': 500}",6,0.0,0.0,0.20781527531083482,0.023537597639319504,False
465,hgb,pca,0.95,True,"{'max_depth': 2, 'learning_rate': 0.1, 'max_iter': 500}",6,0.0,0.0,0.20781527531083482,0.023537597639319504,False
466,hgb,pca,0.95,True,"{'max_depth': 3, 'learning_rate': 0.1, 'max_iter': 100}",6,0.0,0.0,0.20781527531083482,0.023537597639319504,False
467,hgb,pca,0.95,True,"{'max_depth': 3, 'learning_rate': 0.1, 'max_iter': 150}",6,0.0,0.0,0.20781527531083482,0.023537597639319504,False
468,hgb,pca,0.95,True,"{'max_depth': 3, 'learning_rate': 0.1, 'max_iter': 300}",6,0.0,0.0,0.20781527531083482,0.023537597639319504,False
469,hgb,pca,0.95,True,"{'max_depth': 3, 'learning_rate': 0.1, 'max_iter': 500}",6,0.0,0.0,0.20781527531083482,0.023537597639319504,False
470,hgb,pca,0.95,True,"{'max_depth': 4, 'learning_rate': 0.06, 'max_iter': 150}",6,0.0,0.0,0.20781527531083482,0.023537597639319504,False
471,hgb,pca,0.95,True,"{'max_depth': 4, 'learning_rate': 0.1, 'max_iter': 300}",6,0.0,0.0,0.20781527531083482,0.023537597639319504,False
472,hgb,pca,0.95,True,"{'max_depth': 4, 'learning_rate': 0.15, 'max_iter': 100}",6,0.0,0.0,0.20781527531083482,0.023537597639319504,False
473,hgb,pca,0.95,True,"{'max_depth': 4, 'learning_rate': 0.15, 'max_iter': 150}",6,0.0,0.0,0.20781527531083482,0.023537597639319504,False
474,hgb,pca,0.95,True,"{'max_depth': 4, 'learning_rate': 0.15, 'max_iter': 300}",6,0.0,0.0,0.20781527531083482,0.023537597639319504,False
475,hgb,band,4,True,"{'max_depth': 2, 'learning_rate': 0.03, 'max_iter': 300}",4,0.0,0.0,0.20781527531083482,0.023537597639319504,False
476,hgb,band,4,True,"{'max_depth': 2, 'learning_rate': 0.03, 'max_iter': 500}",4,0.0,0.0,0.20781527531083482,0.023537597639319504,False
477,hgb,band,4,True,"{'max_depth': 2, 'learning_rate': 0.06, 'max_iter': 100}",4,0.0,0.0,0.20781527531083482,0.023537597639319504,False
478,hgb,band,4,True,"{'max_depth': 2, 'learning_rate': 0.06, 'max_iter': 150}",4,0.0,0.0,0.20781527531083482,0.023537597639319504,False
479,hgb,band,4,True,"{'max_depth': 2, 'learning_rate': 0.06, 'max_iter': 300}",4,0.0,0.0,0.20781527531083482,0.023537597639319504,False
480,hgb,band,4,True,"{'max_depth': 2, 'learning_rate': 0.06, 'max_iter': 500}",4,0.0,0.0,0.20781527531083482,0.023537597639319504,False
481,hgb,band,4,True,"{'max_depth': 2, 'learning_rate': 0.1, 'max_iter': 100}",4,0.0,0.0,0.20781527531083482,0.023537597639319504,False
482,hgb,band,4,True,"{'max_depth': 2, 'learning_rate': 0.1, 'max_iter': 150}",4,0.0,0.0,0.20781527531083482,0.023537597639319504,False
483,hgb,band,4,True,"{'max_depth': 2, 'learning_rate': 0.1, 'max_iter': 300}",4,0.0,0.0,0.20781527531083482,0.023537597639319504,False
484,hgb,band,4,True,"{'max_depth': 2, 'learning_rate': 0.1, 'max_iter': 500}",4,0.0,0.0,0.20781527531083482,0.023537597639319504,False
485,hgb,band,4,True,"{'max_depth': 2, 'learning_rate': 0.15, 'max_iter': 100}",4,0.0,0.0,0.20781527531083482,0.023537597639319504,False
486,hgb,band,4,True,"{'max_depth': 2, 'learning_rate': 0.15, 'max_iter': 150}",4,0.0,0.0,0.20781527531083482,0.023537597639319504,False
487,hgb,band,4,True,"{'max_depth': 2, 'learning_rate': 0.15, 'max_iter': 300}",4,0.0,0.0,0.20781527531083482,0.023537597639319504,False
488,hgb,band,4,True,"{'max_depth': 2, 'learning_rate': 0.15, 'max_iter': 500}",4,0.0,0.0,0.20781527531083482,0.023537597639319504,False
489,hgb,band,4,True,"{'max_depth': 3, 'learning_rate': 0.03, 'max_iter': 300}",4,0.0,0.0,0.20781527531083482,0.023537597639319504,False
490,hgb,band,4,True,"{'max_depth': 3, 'learning_rate': 0.06, 'max_iter': 300}",4,0.0,0.0,0.20781527531083482,0.023537597639319504,False
491,hgb,band,4,True,"{'max_depth': 3, 'learning_rate': 0.06, 'max_iter': 500}",4,0.0,0.0,0.20781527531083482,0.023537597639319504,False
492,hgb,band,4,True,"{'max_depth': 3, 'learning_rate': 0.1, 'max_iter': 100}",4,0.0,0.0,0.20781527531083482,0.023537597639319504,False
493,hgb,band,4,True,"{'max_depth': 3, 'learning_rate': 0.15, 'max_iter': 100}",4,0.0,0.0,0.20781527531083482,0.023537597639319504,False
494,hgb,band,4,True,"{'max_depth': 3, 'learning_rate': 0.15, 'max_iter': 150}",4,0.0,0.0,0.20781527531083482,0.023537597639319504,False
495,hgb,band,4,True,"{'max_depth': 4, 'learning_rate': 0.15, 'max_iter': 300}",4,0.0,0.0,0.20781527531083482,0.023537597639319504,False
496,hgb,band,4,True,"{'max_depth': 4, 'learning_rate': 0.15, 'max_iter': 500}",4,0.0,0.0,0.20781527531083482,0.023537597639319504,False
497,hgb,band,8,True,"{'max_depth': 3, 'learning_rate': 0.1, 'max_iter': 150}",8,0.0,0.0,0.20781527531083482,0.023537597639319504,False
498,hgb,band,8,True,"{'max_depth': 4, 'learning_rate': 0.03, 'max_iter': 100}",8,0.0,0.0,0.20781527531083482,0.023537597639319504,False
499,hgb,band,8,True,"{'max_depth': 4, 'learning_rate': 0.03, 'max_iter': 150}",8,0.0,0.0,0.20781527531083482,0.023537597639319504,False
500,hgb,band,8,True,"{'max_depth': 4, 'learning_rate': 0.06, 'max_iter': 150}",8,0.0,0.0,0.20781527531083482,0.023537597639319504,False
501,hgb,band,8,True,"{'max_depth': 4, 'learning_rate': 0.06, 'max_iter': 300}",8,0.0,0.0,0.20781527531083482,0.023537597639319504,False
502,hgb,band,8,True,"{'max_depth': 4, 'learning_rate': 0.06, 'max_iter': 500}",8,0.0,0.0,0.20781527531083482,0.023537597639319504,False
503,hgb,band,8,True,"{'max_depth': 4, 'learning_rate': 0.1, 'max_iter': 100}",8,0.0,0.0,0.20781527531083482,0.023537597639319504,False
504,hgb,band,8,True,"{'max_depth': 4, 'learning_rate': 0.1, 'max_iter': 150}",8,0.0,0.0,0.20781527531083482,0.023537597639319504,False
505,hgb,band,8,True,"{'max_depth': 4, 'learning_rate': 0.1, 'max_iter': 300}",8,0.0,0.0,0.20781527531083482,0.023537597639319504,False
506,hgb,band,8,True,"{'max_depth': 4, 'learning_rate': 0.1, 'max_iter': 500}",8,0.0,0.0,0.20781527531083482,0.023537597639319504,False
507,hgb,band,8,True,"{'max_depth': 4, 'learning_rate': 0.15, 'max_iter': 300}",8,0.0,0.0,0.20781527531083482,0.023537597639319504,False
508,hgb,band,8,True,"{'max_depth': 4, 'learning_rate': 0.15, 'max_iter': 500}",8,0.0,0.0,0.20781527531083482,0.023537597639319504,False
509,hgb,band,16,True,"{'max_depth': 4, 'learning_rate': 0.06, 'max_iter': 150}",16,0.0,0.0,0.20781527531083482,0.023537597639319504,False
510,hgb,band,16,True,"{'max_depth': 4, 'learning_rate': 0.1, 'max_iter': 100}",16,0.0,0.0,0.20781527531083482,0.023537597639319504,False
511,hgb,band,16,True,"{'max_depth': 4, 'learning_rate': 0.1, 'max_iter': 150}",16,0.0,0.0,0.20781527531083482,0.023537597639319504,False
512,hgb,band,32,True,"{'max_depth': 2, 'learning_rate': 0.1, 'max_iter': 300}",32,0.0,0.0,0.20781527531083482,0.023537597639319504,False
513,hgb,band,32,True,"{'max_depth': 2, 'learning_rate': 0.15, 'max_iter': 300}",32,0.0,0.0,0.20781527531083482,0.023537597639319504,False
514,hgb,band,32,True,"{'max_depth': 3, 'learning_rate': 0.06, 'max_iter': 500}",32,0.0,0.0,0.20781527531083482,0.023537597639319504,False
515,hgb,band,32,True,"{'max_depth': 3, 'learning_rate': 0.1, 'max_iter': 300}",32,0.0,0.0,0.20781527531083482,0.023537597639319504,False
516,hgb,band,32,True,"{'max_depth': 3, 'learning_rate': 0.1, 'max_iter': 500}",32,0.0,0.0,0.20781527531083482,0.023537597639319504,False
517,hgb,band,32,True,"{'max_depth': 3, 'learning_rate': 0.15, 'max_iter': 500}",32,0.0,0.0,0.20781527531083482,0.023537597639319504,False
518,hgb,band,32,True,"{'max_depth': 4, 'learning_rate': 0.15, 'max_iter': 500}",32,0.0,0.0,0.20781527531083482,0.023537597639319504,False
519,hgb,combo,"(8, 0.9)",True,"{'max_depth': 4, 'learning_rate': 0.03, 'max_iter': 500}",12,0.0,0.0,0.20781527531083482,0.023537597639319504,False
520,hgb,combo,"(8, 0.9)",True,"{'max_depth': 4, 'learning_rate': 0.1, 'max_iter': 500}",12,0.0,0.0,0.20781527531083482,0.023537597639319504,False
521,hgb,radiomics1d,8,True,"{'max_depth': 3, 'learning_rate': 0.06, 'max_iter': 500}",18,0.0,0.0,0.20781527531083482,0.023537597639319504,False
522,hgb,radiomics1d,8,True,"{'max_depth': 3, 'learning_rate': 0.1, 'max_iter': 300}",18,0.0,0.0,0.20781527531083482,0.023537597639319504,False
523,hgb,radiomics1d,8,True,"{'max_depth': 3, 'learning_rate': 0.1, 'max_iter': 500}",18,0.0,0.0,0.20781527531083482,0.023537597639319504,False
524,hgb,radiomics1d,8,True,"{'max_depth': 3, 'learning_rate': 0.15, 'max_iter': 300}",18,0.0,0.0,0.20781527531083482,0.023537597639319504,False
525,hgb,radiomics1d,8,True,"{'max_depth': 3, 'learning_rate': 0.15, 'max_iter': 500}",18,0.0,0.0,0.20781527531083482,0.023537597639319504,False
526,hgb,radiomics1d,8,True,"{'max_depth': 4, 'learning_rate': 0.1, 'max_iter': 300}",18,0.0,0.0,0.20781527531083482,0.023537597639319504,False
527,hgb,radiomics1d,8,True,"{'max_depth': 4, 'learning_rate': 0.15, 'max_iter': 100}",18,0.0,0.0,0.20781527531083482,0.023537597639319504,False
528,hgb,radiomics1d,8,True,"{'max_depth': 4, 'learning_rate': 0.15, 'max_iter': 150}",18,0.0,0.0,0.20781527531083482,0.023537597639319504,False
529,hgb,radiomics1d,8,True,"{'max_depth': 4, 'learning_rate': 0.15, 'max_iter': 300}",18,0.0,0.0,0.20781527531083482,0.023537597639319504,False
