feature,cohort,baseline_model,extended_model,auc_baseline,auc_extended,auc_diff,z,p_value,q_value_bh
CKD,external,clinic4,clinic4_tama_uplow_ratio,0.6155762885424964,0.6141938787120264,-0.0013824098304699994,-2.976405095595983,0.0029164933502625525,0.02153718166347731
CKD,internal,clinic4,clinic4_aec_slope,0.7686721135594619,0.7730213749277874,0.004349261368325585,0.604149635559181,0.5457441620156317,0.7655658609852493
CKD,external,clinic4,clinic4_aec_slope,0.6155762885424964,0.6311013767209012,0.015525088178404811,2.8956607799894103,0.0037836115301068513,0.02421511379268385
CKD,internal,clinic4,clinic4_vat_slope,0.7686721135594619,0.7636048526863084,-0.005067260873153456,-1.3461050605895013,0.17826863684311467,0.3880383077845065
CKD,external,clinic4,clinic4_vat_slope,0.6155762885424964,0.6240983046990556,0.008522016156559231,2.316264775355671,0.020543816359104107,0.0670174651606114
CKD,internal,clinic4,clinic4_sat_slope,0.7686721135594619,0.7659404142939672,-0.002731699265494658,-0.480804180938574,0.630655678479104,0.8293554127944381
CKD,external,clinic4,clinic4_sat_slope,0.6155762885424964,0.617368301285698,0.0017920127432016209,0.4524378687771501,0.650953571321301,0.7182935959407459
CKD,internal,clinic4,clinic4_imata_slope,0.7686721135594619,0.7648427828670463,-0.0038293306924155335,-0.4945602993519252,0.6209105320885996,0.8278807094514661
CKD,external,clinic4,clinic4_imata_slope,0.6155762885424964,0.623449766753897,0.007873478211400609,2.6578138165472867,0.007864932917105511,0.04441373882600759
CKD,internal,clinic4,clinic4_nama_slope,0.7686721135594619,0.782759759016258,0.014087645456796194,2.2044765268678033,0.027490848971117945,0.16983548506430624
CKD,external,clinic4,clinic4_nama_slope,0.6155762885424964,0.6257424052793265,0.0101661167368301,1.6358241141884984,0.1018764036528204,0.1801226259739342
CKD,internal,clinic4,clinic4_lama_slope,0.7686721135594619,0.7877279854749526,0.01905587191549074,1.8570821019995853,0.06329947417259982,0.21535684200536226
CKD,external,clinic4,clinic4_lama_slope,0.6155762885424964,0.6493628399135283,0.033786551371031925,3.096765423460007,0.001956446251943991,0.018781884018662313
CKD,internal,clinic4,clinic4_tama_slope,0.7686721135594619,0.7691755384996286,0.0005034249401667523,0.3903909322551026,0.6962474920164843,0.888895092578236
CKD,external,clinic4,clinic4_tama_slope,0.6155762885424964,0.6142905905108659,-0.0012856980316304778,-0.8297530329135725,0.40667843043197793,0.5348099907050669
