clinic_var,cohort,predictor,n_seg,segment,r,p_value,n
height,external,seg4_2,4,2,0.03608730052088617,0.45648993358193646,428
height,external,seg4_3,4,3,-0.03752935550350973,0.4386850760124232,428
height,external,seg4_4,4,4,-0.018846195678951363,0.6974334072000237,428
weight,external,seg4_1,4,1,0.28921214125658257,1.0839116589616383e-09,428
weight,external,seg4_2,4,2,0.3098936005030232,5.585754133938073e-11,428
weight,external,seg4_3,4,3,0.3467870607179857,1.5386068234524338e-13,428
weight,external,seg4_4,4,4,0.2637189899193585,3.055140090192868e-08,428
age,internal,seg8_1,8,1,-0.09352574227255935,0.06502257664522614,390
age,internal,seg8_2,8,2,-0.06628304915427186,0.19147757540311838,390
age,internal,seg8_3,8,3,-0.013429659243410628,0.7914908655078935,390
age,internal,seg8_4,8,4,0.08548480864963809,0.09182315099651915,390
age,internal,seg8_5,8,5,0.08630008639087278,0.08875608209933002,390
age,internal,seg8_6,8,6,0.07790448126992161,0.12456612352059201,390
age,internal,seg8_7,8,7,0.05072575076946046,0.317706927091435,390
age,internal,seg8_8,8,8,0.025877933225127842,0.6104065847265353,390
height,internal,seg8_1,8,1,0.20792449095319732,3.49867222756525e-05,390
height,internal,seg8_2,8,2,0.21137975690771568,2.5688198766897695e-05,390
height,internal,seg8_3,8,3,0.19833628044017754,8.030103990280432e-05,390
height,internal,seg8_4,8,4,0.14655576429180966,0.00372411237654669,390
height,internal,seg8_5,8,5,0.11065559711989424,0.028890858261887337,390
height,internal,seg8_6,8,6,0.10750975296301243,0.033796802467628256,390
height,internal,seg8_7,8,7,0.12090561000653752,0.016903516564247732,390
height,internal,seg8_8,8,8,0.12531052453665253,0.01326738474027276,390
weight,internal,seg8_1,8,1,0.38354067967932837,4.0840625833177406e-15,390
weight,internal,seg8_2,8,2,0.3911220423716232,1.0488031569462069e-15,390
weight,internal,seg8_3,8,3,0.4208784275318097,3.5598557837601085e-18,390
weight,internal,seg8_4,8,4,0.4524329886990053,4.4765300081874055e-21,390
weight,internal,seg8_5,8,5,0.5129626654725676,1.4717844305905456e-27,390
weight,internal,seg8_6,8,6,0.507084376804708,7.170897808418304e-27,390
weight,internal,seg8_7,8,7,0.4713192124513751,5.818319324454207e-23,390
weight,internal,seg8_8,8,8,0.40643191283448893,6.041087152486398e-17,390
age,external,seg8_1,8,1,-0.1022049567066978,0.03453346256657958,428
age,external,seg8_2,8,2,-0.03854645691563485,0.4263699284598518,428
age,external,seg8_3,8,3,0.02081769123255072,0.6675835716807208,428
age,external,seg8_4,8,4,0.10259037998779688,0.03385449247438715,428
age,external,seg8_5,8,5,0.1261865110347345,0.008964991024542643,428
age,external,seg8_6,8,6,0.11372116427297069,0.018600574279350017,428
age,external,seg8_7,8,7,0.07530068732647283,0.11983038363355891,428
age,external,seg8_8,8,8,0.045546308555697745,0.3472167458909776,428
height,external,seg8_1,8,1,0.12267872792604101,0.011079652884312926,428
height,external,seg8_2,8,2,0.09187285576109297,0.057546062037221964,428
height,external,seg8_3,8,3,0.06742139107141634,0.16382246050056065,428
height,external,seg8_4,8,4,0.0014089247479723947,0.9768144782925111,428
height,external,seg8_5,8,5,-0.03349158461554438,0.4895360966258214,428
height,external,seg8_6,8,6,-0.040705071539060764,0.40090922812850466,428
height,external,seg8_7,8,7,-0.02870696617534579,0.5536633941948632,428
height,external,seg8_8,8,8,-0.007848465493339608,0.8713862098047529,428
weight,external,seg8_1,8,1,0.2965088998991071,3.910668862870446e-10,428
weight,external,seg8_2,8,2,0.27895384795233286,4.328891688145287e-09,428
weight,external,seg8_3,8,3,0.30135973229331037,1.9540138238594684e-10,428
weight,external,seg8_4,8,4,0.311543332378435,4.3642158440796835e-11,428
weight,external,seg8_5,8,5,0.3645240141056938,6.760459864238096e-15,428
weight,external,seg8_6,8,6,0.32436688338032393,6.079985854867354e-12,428
weight,external,seg8_7,8,7,0.2711695416634699,1.1927969400025351e-08,428
weight,external,seg8_8,8,8,0.24855762364606676,1.8972425900011872e-07,428
age,internal,seg16_1,16,1,-0.09788595673479555,0.053417716654438036,390
age,internal,seg16_2,16,2,-0.08888253878819685,0.0795802985806819,390
age,internal,seg16_3,16,3,-0.07710264663738656,0.1285031238005141,390
age,internal,seg16_4,16,4,-0.05527363362822599,0.27619991276556943,390
age,internal,seg16_5,16,5,-0.03279110963742292,0.5184946712488023,390
age,internal,seg16_6,16,6,0.006680636265703088,0.8953718931736175,390
age,internal,seg16_7,16,7,0.06619422272131342,0.1920746784643803,390
age,internal,seg16_8,16,8,0.10234624393176281,0.0433838234603366,390
age,internal,seg16_9,16,9,0.09047039786192343,0.07433052582586244,390
age,internal,seg16_10,16,10,0.08183089228629133,0.10662496650987459,390
age,internal,seg16_11,16,11,0.08226562798329143,0.10477086187001593,390
age,internal,seg16_12,16,12,0.07307881195612712,0.14973020213716723,390
age,internal,seg16_13,16,13,0.05518818228383718,0.2769441626885093,390
age,internal,seg16_14,16,14,0.045871667577445624,0.36628142793608914,390
age,internal,seg16_15,16,15,0.02799414316301818,0.5815147295975799,390
age,internal,seg16_16,16,16,0.022638468509815088,0.6558168475762057,390
height,internal,seg16_1,16,1,0.20498486374552208,4.532272910423101e-05,390
height,internal,seg16_2,16,2,0.21027030208141023,2.8382791191646616e-05,390
height,internal,seg16_3,16,3,0.21345671490966395,2.1282343653962292e-05,390
height,internal,seg16_4,16,4,0.20892096296194296,3.202110425130226e-05,390
height,internal,seg16_5,16,5,0.20291959326479675,5.4243006260529966e-05,390
height,internal,seg16_6,16,6,0.19222482793273668,0.00013365149429476813,390
height,internal,seg16_7,16,7,0.16156820808140215,0.0013669794965437115,390
height,internal,seg16_8,16,8,0.12978978555970525,0.01029450380679299,390
height,internal,seg16_9,16,9,0.11349335574358296,0.02500235441688895,390
height,internal,seg16_10,16,10,0.10730902821488589,0.03413258452170061,390
height,internal,seg16_11,16,11,0.10565946715402869,0.03700116844021555,390
height,internal,seg16_12,16,12,0.10894920170899838,0.03147028297974113,390
height,internal,seg16_13,16,13,0.11456289619421492,0.023658625484042215,390
height,internal,seg16_14,16,14,0.12691250906250476,0.012127002331911047,390
height,internal,seg16_15,16,15,0.12466844203063261,0.013750328728128574,390
height,internal,seg16_16,16,16,0.12136377906228121,0.016488495020957814,390
weight,internal,seg16_1,16,1,0.38096701447445924,6.4278295272943075e-15,390
weight,internal,seg16_2,16,2,0.38501101811517524,3.1461594792184873e-15,390
weight,internal,seg16_3,16,3,0.3873368079649246,2.0767168794792103e-15,390
weight,internal,seg16_4,16,4,0.39425333224658077,5.920568890518614e-16,390
weight,internal,seg16_5,16,5,0.4113459314495836,2.3415006673978923e-17,390
weight,internal,seg16_6,16,6,0.4278205407612895,8.691377205900384e-19,390
weight,internal,seg16_7,16,7,0.43651197436728384,1.41992045532339e-19,390
weight,internal,seg16_8,16,8,0.45981855135069316,8.4581713553388415e-22,390
weight,internal,seg16_9,16,9,0.5030181242411593,2.106483442962369e-26,390
weight,internal,seg16_10,16,10,0.5193926133850917,2.512535985600601e-28,390
weight,internal,seg16_11,16,11,0.5129179205861636,1.4898060007018884e-27,390
weight,internal,seg16_12,16,12,0.4988870676688649,6.203279271240106e-26,390
weight,internal,seg16_13,16,13,0.48327364085126073,3.2281818036828055e-24,390
weight,internal,seg16_14,16,14,0.4567644956642574,1.6930105147859981e-21,390
weight,internal,seg16_15,16,15,0.41662813263545717,8.306282161405625e-18,390
weight,internal,seg16_16,16,16,0.38039342507141655,7.107665026660401e-15,390
age,external,seg16_1,16,1,-0.11420305643230622,0.018104252552757,428
age,external,seg16_2,16,2,-0.09006720805136205,0.06265091519771898,428
age,external,seg16_3,16,3,-0.05518092870607418,0.25465251033477565,428
age,external,seg16_4,16,4,-0.021493252217008485,0.6574715963683782,428
age,external,seg16_5,16,5,0.004581330944098291,0.9247098965350513,428
age,external,seg16_6,16,6,0.037652632666898084,0.4371816660467664,428
age,external,seg16_7,16,7,0.08895316204071685,0.06598264809933536,428
age,external,seg16_8,16,8,0.1144671624451593,0.017837172007618963,428
age,external,seg16_9,16,9,0.1270609383124715,0.008497289594155069,428
age,external,seg16_10,16,10,0.1244881026334278,0.009939318274615232,428
age,external,seg16_11,16,11,0.11934421238018089,0.013487622109904318,428
age,external,seg16_12,16,12,0.10757323386906549,0.026051361219826794,428
age,external,seg16_13,16,13,0.08413886717116051,0.08209248024968324,428
age,external,seg16_14,16,14,0.0659130392447063,0.17347824198825232,428
age,external,seg16_15,16,15,0.04900014889949468,0.3118413084686925,428
age,external,seg16_16,16,16,0.04129455704197076,0.3941177683882977,428
height,external,seg16_1,16,1,0.12593105297393892,0.009105883853699929,428
height,external,seg16_2,16,2,0.11903059979188618,0.01373621536964046,428
height,external,seg16_3,16,3,0.10407290623415652,0.031347855074432864,428
height,external,seg16_4,16,4,0.07913119152117179,0.10207931213535541,428
height,external,seg16_5,16,5,0.07132078088068566,0.14073564076160763,428
height,external,seg16_6,16,6,0.06277955840426228,0.19488101541075628,428
height,external,seg16_7,16,7,0.01916789640081256,0.6925291497051056,428
height,external,seg16_8,16,8,-0.01636198305951253,0.7357158971628279,428
height,external,seg16_9,16,9,-0.0325976315770887,0.501207162290838,428
height,external,seg16_10,16,10,-0.03411185201795334,0.4815246370865213,428
height,external,seg16_11,16,11,-0.03950038729855715,0.415004392035997,428
height,external,seg16_12,16,12,-0.04167981695244996,0.3897169183646466,428
height,external,seg16_13,16,13,-0.03500968027815342,0.47005522231888397,428
height,external,seg16_14,16,14,-0.022124340124208157,0.6480813686809956,428
height,external,seg16_15,16,15,-0.015561412958910783,0.7481990608021787,428
height,external,seg16_16,16,16,0.00014837986668311647,0.9975578952155886,428
weight,external,seg16_1,16,1,0.2992020359402207,2.664729611061584e-10,428
weight,external,seg16_2,16,2,0.2927533663941611,6.632742683076933e-10,428
weight,external,seg16_3,16,3,0.28458973305992413,2.037046080316483e-09,428
weight,external,seg16_4,16,4,0.27219571768951123,1.045507783675656e-08,428
weight,external,seg16_5,16,5,0.29331070035953677,6.135557128283002e-10,428
weight,external,seg16_6,16,6,0.307299560537302,8.20845894333343e-11,428
weight,external,seg16_7,16,7,0.29486880031116547,4.930180120445969e-10,428
weight,external,seg16_8,16,8,0.3228887013931241,7.667688214663944e-12,428
weight,external,seg16_9,16,9,0.3592282748566246,1.754299801383782e-14,428
weight,external,seg16_10,16,10,0.367057484448291,4.257251959842839e-15,428
weight,external,seg16_11,16,11,0.34125890413034654,3.9168972206451227e-13,428
weight,external,seg16_12,16,12,0.30598889809590674,9.95654580857831e-11,428
weight,external,seg16_13,16,13,0.278500298251952,4.5962552069274976e-09,428
weight,external,seg16_14,16,14,0.2624483052414155,3.576451210878954e-08,428
weight,external,seg16_15,16,15,0.24845805535542592,1.9193963564192284e-07,428
weight,external,seg16_16,16,16,0.24469252592739543,2.966607732464071e-07,428
age,internal,seg32_1,32,1,-0.09980959935733819,0.048875562444521854,390
age,internal,seg32_2,32,2,-0.09585144849647179,0.05859833079307694,390
age,internal,seg32_3,32,3,-0.0905187085948087,0.0741753303271528,390
age,internal,seg32_4,32,4,-0.08718282730359792,0.08552851226206735,390
age,internal,seg32_5,32,5,-0.08101151079513044,0.11018988795301872,390
age,internal,seg32_6,32,6,-0.07315253837765043,0.1493186640674597,390
age,internal,seg32_7,32,7,-0.061001102740973874,0.2293914255137684,390
age,internal,seg32_8,32,8,-0.0494786486787024,0.32976585287953847,390
age,internal,seg32_9,32,9,-0.038267294839483254,0.4511081715880661,390
age,internal,seg32_10,32,10,-0.02716537669283098,0.5927536445977504,390
age,internal,seg32_11,32,11,-0.005944526391429601,0.9068448372150417,390
age,internal,seg32_12,32,12,0.01948742778050047,0.7012401039035563,390
age,internal,seg32_13,32,13,0.04981513952545122,0.32648341562981825,390
age,internal,seg32_14,32,14,0.08212451417903903,0.10536988240598884,390
age,internal,seg32_15,32,15,0.1002749165915579,0.04782672911153992,390
age,internal,seg32_16,32,16,0.1037554897295602,0.04056392107721061,390
age,internal,seg32_17,32,17,0.09450084823031324,0.06226188400360398,390
age,internal,seg32_18,32,18,0.08632982731476009,0.08864577090265484,390
age,internal,seg32_19,32,19,0.0823651592725233,0.10434997896225498,390
age,internal,seg32_20,32,20,0.08121594074105128,0.10929180149777493,390
age,internal,seg32_21,32,21,0.08146580680316101,0.10820194937680956,390
age,internal,seg32_22,32,22,0.0829905330003184,0.10173601979905576,390
age,internal,seg32_23,32,23,0.07721219610229618,0.12795962416728274,390
age,internal,seg32_24,32,24,0.06878435933428065,0.17521753879118215,390
age,internal,seg32_25,32,25,0.05929362620422955,0.24271611852555752,390
age,internal,seg32_26,32,26,0.0509580682143979,0.3154927409919782,390
age,internal,seg32_27,32,27,0.04992500412843722,0.3254162919169319,390
age,internal,seg32_28,32,28,0.04161075837722788,0.4125217842882162,390
age,internal,seg32_29,32,29,0.03472795603042915,0.49408436528119376,390
age,internal,seg32_30,32,30,0.02080928738399858,0.6820438083929387,390
age,internal,seg32_31,32,31,0.020060563312724232,0.6928927083871393,390
age,internal,seg32_32,32,32,0.024837115754677796,0.6248454074051902,390
height,internal,seg32_1,32,1,0.20392984408726372,4.969048965325184e-05,390
height,internal,seg32_2,32,2,0.20582278084714545,4.211489015035955e-05,390
height,internal,seg32_3,32,3,0.20841889908332137,3.348424119895026e-05,390
height,internal,seg32_4,32,4,0.2119802330174724,2.4332758553564454e-05,390
height,internal,seg32_5,32,5,0.21333586873991878,2.1517702663672423e-05,390
height,internal,seg32_6,32,6,0.2134736476310668,2.1249561276094794e-05,390
height,internal,seg32_7,32,7,0.21085882733632755,2.692173634509792e-05,390
height,internal,seg32_8,32,8,0.2068355559113637,3.8523890436625614e-05,390
height,internal,seg32_9,32,9,0.2039588289604944,4.956535788104238e-05,390
height,internal,seg32_10,32,10,0.20154790068561895,6.105707633953229e-05,390
height,internal,seg32_11,32,11,0.1972524079793187,8.799409656557101e-05,390
height,internal,seg32_12,32,12,0.18662527738611379,0.0002102785614217849,390
height,internal,seg32_13,32,13,0.17041185696997846,0.0007266734350002472,390
height,internal,seg32_14,32,14,0.15202884155540064,0.0026106880823578487,390
height,internal,seg32_15,32,15,0.1362921360858234,0.0070282378086144875,390
height,internal,seg32_16,32,16,0.12282454603470042,0.015224232948843454,390
height,internal,seg32_17,32,17,0.11592987064239706,0.022032427314017146,390
height,internal,seg32_18,32,18,0.11080570702869424,0.02867288286357672,390
height,internal,seg32_19,32,19,0.10858581168743525,0.03204431002845168,390
height,internal,seg32_20,32,20,0.10593020679662564,0.03651678001725226,390
height,internal,seg32_21,32,21,0.1049494537080726,0.03829743118885848,390
height,internal,seg32_22,32,22,0.10626955892040929,0.035917245584029714,390
height,internal,seg32_23,32,23,0.10781155369498088,0.033297233298878515,390
height,internal,seg32_24,32,24,0.10997177906981552,0.029901905208713695,390
height,internal,seg32_25,32,25,0.11142118678707977,0.02779383029918598,390
height,internal,seg32_26,32,26,0.11760205089147391,0.02017559810437799,390
height,internal,seg32_27,32,27,0.12501388121665416,0.013488617659260122,390
height,internal,seg32_28,32,28,0.12853727561330686,0.011059668369466032,390
height,internal,seg32_29,32,29,0.12695140263263704,0.012100426259743433,390
height,internal,seg32_30,32,30,0.12137360252618197,0.01647969517111429,390
height,internal,seg32_31,32,31,0.1192557338909007,0.018474615352714472,390
height,internal,seg32_32,32,32,0.12092861861106255,0.016882458998822812,390
weight,internal,seg32_1,32,1,0.38031702521911476,7.203377195750131e-15,390
weight,internal,seg32_2,32,2,0.3812096316616068,6.159848754122527e-15,390
weight,internal,seg32_3,32,3,0.383466956311326,4.137698975195163e-15,390
weight,internal,seg32_4,32,4,0.38629318581116456,2.5032523400542884e-15,390
weight,internal,seg32_5,32,5,0.38641344353930684,2.4500275070737526e-15,390
weight,internal,seg32_6,32,6,0.388072272695421,1.8198318262819955e-15,390
weight,internal,seg32_7,32,7,0.3911401965650563,1.0453502963436065e-15,390
weight,internal,seg32_8,32,8,0.39712501637826125,3.485707721159389e-16,390
weight,internal,seg32_9,32,9,0.40648251039711614,5.982894416828736e-17,390
weight,internal,seg32_10,32,10,0.41566123996477355,1.0055179274874522e-17,390
weight,internal,seg32_11,32,11,0.42464546356157107,1.6630645350377956e-18,390
weight,internal,seg32_12,32,12,0.4299487657731158,5.604223109414198e-19,390
weight,internal,seg32_13,32,13,0.43291418735466924,3.024963920575393e-19,390
weight,internal,seg32_14,32,14,0.43800506203835793,1.0346677037591541e-19,390
weight,internal,seg32_15,32,15,0.44890480387686593,9.783192161186904e-21,390
weight,internal,seg32_16,32,16,0.46769137014062545,1.368530166062668e-22,390
weight,internal,seg32_17,32,17,0.4928190131156862,2.952266375908541e-25,390
weight,internal,seg32_18,32,18,0.5111984761449314,2.374921004009984e-27,390
weight,internal,seg32_19,32,19,0.5197129958362944,2.298422095761525e-28,390
weight,internal,seg32_20,32,20,0.5185400337079542,3.183110787806073e-28,390
weight,internal,seg32_21,32,21,0.5149219545541437,8.622511449324623e-28,390
weight,internal,seg32_22,32,22,0.5103652241138211,2.9742546232307156e-27,390
weight,internal,seg32_23,32,23,0.5026617232785303,2.313544889866412e-26,390
weight,internal,seg32_24,32,24,0.4944315849040124,1.9562319876975471e-25,390
weight,internal,seg32_25,32,25,0.4867129996957773,1.3753442141409744e-24,390
weight,internal,seg32_26,32,26,0.4791780646839867,8.80591570158469e-24,390
weight,internal,seg32_27,32,27,0.46444450286646344,2.9172054179419323e-22,390
weight,internal,seg32_28,32,28,0.4477663383129335,1.2566140649940833e-20,390
weight,internal,seg32_29,32,29,0.42782595972844245,8.681705763670684e-19,390
weight,internal,seg32_30,32,30,0.40192033272758887,1.4226056480470643e-16,390
weight,internal,seg32_31,32,31,0.37963745666464477,8.112251938422237e-15,390
weight,internal,seg32_32,32,32,0.37292335507798025,2.5856298229845647e-14,390
age,external,seg32_1,32,1,-0.11973602315718375,0.013182615044292223,428
age,external,seg32_2,32,2,-0.1085307676992679,0.02474427510028767,428
age,external,seg32_3,32,3,-0.09639074326698978,0.04626603774175227,428
age,external,seg32_4,32,4,-0.08362762858277403,0.08397562341414255,428
age,external,seg32_5,32,5,-0.06376021039997193,0.18798488833049484,428
age,external,seg32_6,32,6,-0.046598351510668254,0.33618153342989004,428
age,external,seg32_7,32,7,-0.02960966131792172,0.5412578778574476,428
age,external,seg32_8,32,8,-0.01317681081695428,0.7857615374158219,428
age,external,seg32_9,32,9,-0.0020447074469385797,0.9663571424190245,428
age,external,seg32_10,32,10,0.011409202435722868,0.8139349235553911,428
age,external,seg32_11,32,11,0.025185679154109616,0.6033395971637505,428
age,external,seg32_12,32,12,0.05027674046931296,0.29938746814492834,428
age,external,seg32_13,32,13,0.08139504844772383,0.09261136821106143,428
age,external,seg32_14,32,14,0.09624350969272416,0.04660198755845284,428
age,external,seg32_15,32,15,0.10920596086141948,0.02385698493544772,428
age,external,seg32_16,32,16,0.11893700929577332,0.013811179408148988,428
age,external,seg32_17,32,17,0.12644731888246327,0.008823152255117905,428
age,external,seg32_18,32,18,0.12728756793665238,0.00837967692273946,428
age,external,seg32_19,32,19,0.12534600673434876,0.009436000559115254,428
age,external,seg32_20,32,20,0.12345396376230983,0.010577604630761253,428
age,external,seg32_21,32,21,0.12180342489205723,0.011671760231416953,428
age,external,seg32_22,32,22,0.11662589274514953,0.015780110805996186,428
age,external,seg32_23,32,23,0.11172662405086121,0.02078312432876119,428
age,external,seg32_24,32,24,0.10327115176905129,0.03268300539689889,428
age,external,seg32_25,32,25,0.08964772695540262,0.06388879351447653,428
age,external,seg32_26,32,26,0.07838899757590687,0.10534525571698132,428
age,external,seg32_27,32,27,0.07009860930125279,0.14768654110326923,428
age,external,seg32_28,32,28,0.0615446366431221,0.20382592576802486,428
age,external,seg32_29,32,29,0.05146715634546713,0.2880763186619264,428
age,external,seg32_30,32,30,0.046233877640776674,0.33997888362846235,428
age,external,seg32_31,32,31,0.0445713086365731,0.35764648086091544,428
age,external,seg32_32,32,32,0.03764923783256245,0.4372230276715622,428
height,external,seg32_1,32,1,0.12444589830532442,0.009964682684404248,428
height,external,seg32_2,32,2,0.1271312370875657,0.00846065064399599,428
height,external,seg32_3,32,3,0.12408709457927494,0.0101826513939281,428
height,external,seg32_4,32,4,0.11380944292730233,0.018508774459543444,428
height,external,seg32_5,32,5,0.10894344871469798,0.024198637458842428,428
height,external,seg32_6,32,6,0.0990780855364883,0.040482424669095955,428
height,external,seg32_7,32,7,0.08304970268308229,0.08614620645800261,428
height,external,seg32_8,32,8,0.07499471018585556,0.12134627598462716,428
height,external,seg32_9,32,9,0.0714339055042995,0.1401051557776821,428
height,external,seg32_10,32,10,0.07094820381626503,0.14282752461353426,428
height,external,seg32_11,32,11,0.06781623312219437,0.1613627998525261,428
height,external,seg32_12,32,12,0.05750231817977876,0.23518004230116102,428
height,external,seg32_13,32,13,0.03198683353885265,0.5092651381931775,428
height,external,seg32_14,32,14,0.006020495438845051,0.9011649591080634,428
height,external,seg32_15,32,15,-0.008659186660068399,0.8582344449234632,428
height,external,seg32_16,32,16,-0.023790787203213797,0.623555383670056,428
height,external,seg32_17,32,17,-0.03200638145326351,0.5090062084111795,428
height,external,seg32_18,32,18,-0.0330756779116576,0.49494778820699586,428
height,external,seg32_19,32,19,-0.033573249169209105,0.4884772350115998,428
height,external,seg32_20,32,20,-0.034588604996635144,0.47541548450022836,428
height,external,seg32_21,32,21,-0.03779570970988268,0.43544050103776405,428
height,external,seg32_22,32,22,-0.04109014295122835,0.39646492484853435,428
height,external,seg32_23,32,23,-0.042446865581640174,0.3810440054850913,428
height,external,seg32_24,32,24,-0.04085492011257152,0.3991762174776373,428
height,external,seg32_25,32,25,-0.03751946249165021,0.4388058530895588,428
height,external,seg32_26,32,26,-0.03239676646868456,0.5038496338227859,428
height,external,seg32_27,32,27,-0.025482127451972376,0.5990813773429458,428
height,external,seg32_28,32,28,-0.018678669983910115,0.6999923117204447,428
height,external,seg32_29,32,29,-0.014462193228875389,0.7654461305108874,428
height,external,seg32_30,32,30,-0.016584760944262804,0.7322543280564993,428
height,external,seg32_31,32,31,-0.006141065337280946,0.8991960560666543,428
height,external,seg32_32,32,32,0.006532793120386139,0.8928034801451818,428
weight,external,seg32_1,32,1,0.3007225719954591,2.1420403324197128e-10,428
weight,external,seg32_2,32,2,0.29709184792161303,3.6002799098529483e-10,428
weight,external,seg32_3,32,3,0.29312862986642785,6.293854207489699e-10,428
weight,external,seg32_4,32,4,0.29193182332592293,7.437730615303102e-10,428
weight,external,seg32_5,32,5,0.2881407252377308,1.2558833034149999e-09,428
weight,external,seg32_6,32,6,0.28059693927899265,3.4808896606671213e-09,428
weight,external,seg32_7,32,7,0.27346883939745287,8.871183409961621e-09,428
weight,external,seg32_8,32,8,0.2704165678823961,1.3134546973882981e-08,428
weight,external,seg32_9,32,9,0.28442767615470876,2.0821738195075493e-09,428
weight,external,seg32_10,32,10,0.30143464076240745,1.93299327954015e-10,428
weight,external,seg32_11,32,11,0.30895805220861416,6.420438615656475e-11,428
weight,external,seg32_12,32,12,0.30491108354220875,1.1661325619725574e-10,428
weight,external,seg32_13,32,13,0.2925675597663513,6.807040146301454e-10,428
weight,external,seg32_14,32,14,0.29585601192032374,4.2892253689707036e-10,428
weight,external,seg32_15,32,15,0.31176948916742797,4.2185375416918097e-11,428
weight,external,seg32_16,32,16,0.3318617980679516,1.838662316567617e-12,428
weight,external,seg32_17,32,17,0.35180290331568,6.485272578343326e-14,428
weight,external,seg32_18,32,18,0.3653769391838577,5.788376445274825e-15,428
weight,external,seg32_19,32,19,0.37021510173914374,2.378522588328945e-15,428
weight,external,seg32_20,32,20,0.36339123933738304,8.302451159736953e-15,428
weight,external,seg32_21,32,21,0.34980204906939194,9.170663586910881e-14,428
weight,external,seg32_22,32,22,0.33199235261252513,1.8002292486439178e-12,428
weight,external,seg32_23,32,23,0.3133606799258867,3.319474906693739e-11,428
weight,external,seg32_24,32,24,0.29819291772317347,3.0780800841942853e-10,428
weight,external,seg32_25,32,25,0.28413732170017186,2.165467216716167e-09,428
weight,external,seg32_26,32,26,0.2722304731044423,1.0408411718177496e-08,428
weight,external,seg32_27,32,27,0.26409873011325197,2.9141622519429246e-08,428
weight,external,seg32_28,32,28,0.2602737485755048,4.6742197264820684e-08,428
weight,external,seg32_29,32,29,0.25438537183494425,9.533635137524747e-08,428
weight,external,seg32_30,32,30,0.24108031540119002,4.474854807879334e-07,428
weight,external,seg32_31,32,31,0.23888061694014256,5.729508603040382e-07,428
weight,external,seg32_32,32,32,0.2487060024608122,1.8646849532036196e-07,428
age,internal,seg64_1,64,1,-0.09928393237123054,0.05008349257553945,390
age,internal,seg64_2,64,2,-0.1002862041779535,0.04780152263240883,390
age,internal,seg64_3,64,3,-0.09632007163963366,0.05736960712036891,390
age,internal,seg64_4,64,4,-0.09534948020639322,0.05993855295032008,390
age,internal,seg64_5,64,5,-0.09231648081835225,0.06858510400292966,390
age,internal,seg64_6,64,6,-0.08868951108315228,0.08023846821880705,390
age,internal,seg64_7,64,7,-0.08795891751123579,0.08276957775171714,390
age,internal,seg64_8,64,8,-0.08638852970727035,0.08842836259554646,390
age,internal,seg64_9,64,9,-0.08246667359606163,0.10392208955845278,390
