feature,model,cohort,n,n_pos,prevalence,auc,auc_ci_lower,auc_ci_upper,threshold,tuned_C,tuned_penalty,sensitivity,specificity,accuracy
DM,clinic4_fpca3_total,internal,1259,232,0.18427323272438442,0.7406658160695699,,,0.13692128773209677,1.0,l2,0.8491379310344828,0.5404089581304771,0.5972994440031771
DM,clinic4_fpca3_total,external,1123,335,0.2983081032947462,0.6845064020001516,0.6499709933120941,0.7180179282853217,0.13692128773209677,1.0,l2,0.8477611940298507,0.350253807106599,0.4986642920747996
DM,clinic4_uplow_ratio_total,internal,1259,232,0.18427323272438442,0.7375222442332874,,,0.17095700736265676,1.0,l2,0.7672413793103449,0.6212268743914313,0.6481334392374901
DM,clinic4_uplow_ratio_total,external,1123,335,0.2983081032947462,0.6767217213425261,0.6436918224966376,0.7101505689200027,0.17095700736265676,1.0,l2,0.7432835820895523,0.516497461928934,0.5841495992876224
CKD,clinic4,internal,1259,105,0.08339952343129468,0.7682017000907816,,,0.06791939207416685,1.0,l2,0.819047619047619,0.6169844020797227,0.6338363780778395
CKD,clinic4,external,1123,188,0.1674087266251113,0.6155364660370918,0.5710327064028742,0.6617779587893691,0.06791939207416685,1.0,l2,0.6648936170212766,0.5101604278074866,0.5360641139804097
CKD,clinic4_fpca3,internal,1259,105,0.08339952343129468,0.7719567549723528,,,0.05919477143757192,100.0,l2,0.8666666666666667,0.58578856152513,0.6092136616362193
CKD,clinic4_fpca3,external,1123,188,0.1674087266251113,0.6293207418363863,0.5835681929279274,0.6752057993188413,0.05919477143757192,100.0,l2,0.7074468085106383,0.4663101604278075,0.5066785396260017
CKD,clinic4_uplow_ratio,internal,1259,105,0.08339952343129468,0.7725179499876208,,,0.06097358116064865,100.0,l1,0.8761904761904762,0.597053726169844,0.6203335980937251
CKD,clinic4_uplow_ratio,external,1123,188,0.1674087266251113,0.6330754352030948,0.5874052652806486,0.6783679450924944,0.06097358116064865,100.0,l1,0.6914893617021277,0.4748663101604278,0.5111308993766697
CKD,clinic4_fpca3_total,internal,1259,105,0.08339952343129468,0.773029627795659,,,0.06046756272880195,1.0,l2,0.8666666666666667,0.5901213171577123,0.6131850675138999
CKD,clinic4_fpca3_total,external,1123,188,0.1674087266251113,0.6306576402321085,0.5850493955538393,0.6764340767265238,0.06046756272880195,1.0,l2,0.7127659574468085,0.46203208556149733,0.5040071237756011
CKD,clinic4_uplow_ratio_total,internal,1259,105,0.08339952343129468,0.7725757200627218,,,0.06218589235081489,1.0,l2,0.8571428571428571,0.5953206239168111,0.6171564733915806
CKD,clinic4_uplow_ratio_total,external,1123,188,0.1674087266251113,0.63371828421891,0.5881059152410781,0.6790930245437249,0.06218589235081489,1.0,l2,0.723404255319149,0.46524064171123,0.5084594835262689
