feature,model,section,n,n_pos,prevalence,auc,threshold,tn,fp,fn,tp,sensitivity,specificity,accuracy
Osteoporosis,clinic4_imata_uplow_ratio,curve_uplow_ratio,3130,159,0.050798722044728434,0.7661990435848423,0.5358665820894507,2065,906,44,115,0.7232704402515723,0.6950521709862,0.6964856230031949
Osteoporosis,clinic4_nama_fpca_elbow,curve_fpca_elbow,3130,159,0.050798722044728434,0.7697829543024923,0.5358665820894507,2059,912,43,116,0.7295597484276729,0.6930326489397509,0.694888178913738
Osteoporosis,clinic4_nama_uplow_ratio,curve_uplow_ratio,3130,159,0.050798722044728434,0.7657566116061127,0.5358665820894507,2048,923,42,117,0.7358490566037735,0.6893301918545944,0.6916932907348243
Osteoporosis,clinic4_lama_fpca_elbow,curve_fpca_elbow,3130,159,0.050798722044728434,0.7680153432869945,0.5358665820894507,2047,924,41,118,0.7421383647798742,0.6889936048468529,0.6916932907348243
Osteoporosis,clinic4_lama_uplow_ratio,curve_uplow_ratio,3130,159,0.050798722044728434,0.7667070994455841,0.5358665820894507,2047,924,43,116,0.7295597484276729,0.6889936048468529,0.6910543130990415
Osteoporosis,clinic4_tama_fpca_elbow,curve_fpca_elbow,3130,159,0.050798722044728434,0.7661948097860027,0.5358665820894507,2045,926,47,112,0.7044025157232704,0.68832043083137,0.6891373801916932
Osteoporosis,clinic4_tama_uplow_ratio,curve_uplow_ratio,3130,159,0.050798722044728434,0.7671558821225727,0.5358665820894507,2048,923,43,116,0.7295597484276729,0.6893301918545944,0.6913738019169329
Osteoporosis,clinic4_aec_slope,curve_slope,3130,159,0.050798722044728434,0.7662456153720769,0.5358665820894507,2055,916,42,117,0.7358490566037735,0.6916863009087849,0.6939297124600639
Osteoporosis,clinic4_vat_slope,curve_slope,3130,159,0.050798722044728434,0.7707122731477659,0.5358665820894507,2052,919,45,114,0.7169811320754716,0.6906765398855604,0.6920127795527157
Osteoporosis,clinic4_sat_slope,curve_slope,3130,159,0.050798722044728434,0.7686779328053785,0.5358665820894507,2058,913,42,117,0.7358490566037735,0.6926960619320094,0.694888178913738
Osteoporosis,clinic4_imata_slope,curve_slope,3130,159,0.050798722044728434,0.7707630787338401,0.5358665820894507,2053,918,48,111,0.6981132075471698,0.691013126893302,0.6913738019169329
