feature,model,cohort,n,n_pos,prevalence,auc,auc_ci_lower,auc_ci_upper,threshold_youden,sensitivity_youden,specificity_youden,accuracy_youden,threshold_se90,sensitivity_se90,specificity_se90,accuracy_se90
Total Fat_SUM,clinic4_aec_best,internal,1079,154,0.14272474513438368,0.8717023517023517,0.8399608014066772,0.8997456792950702,0.15608046480591747,0.7662337662337663,0.8151351351351351,0.8081556997219648,0.0646343553133216,0.9025974025974026,0.6183783783783784,0.6589434661723819
Total Fat_SUM,clinic4_aec_best,external,922,169,0.18329718004338394,0.8904264598411089,0.859783011457871,0.9185614233683749,0.15608046480591747,0.5502958579881657,0.9561752988047809,0.8817787418655098,0.0646343553133216,0.8224852071005917,0.8074369189907038,0.8101952277657267
VAT_TotalFat_ratio,clinic4,internal,1079,174,0.16126042632066728,0.761176732075951,0.7247108806896239,0.7977470299507959,0.18933440333629456,0.6379310344827587,0.7624309392265194,0.742354031510658,0.09313783372786343,0.9080459770114943,0.43646408839779005,0.5125115848007414
VAT_TotalFat_ratio,clinic4,external,922,194,0.210412147505423,0.709162937577886,0.6688837403553949,0.7478179452157191,0.18933440333629456,0.6443298969072165,0.6648351648351648,0.6605206073752712,0.09313783372786343,0.8711340206185567,0.37362637362637363,0.47830802603036876
VAT_TotalFat_ratio,clinic4_aec_best,internal,1079,174,0.16126042632066728,0.8361910205118435,0.804512650014926,0.8662871485266376,0.17036234772336567,0.7816091954022989,0.7624309392265194,0.7655236329935126,0.0926634849907188,0.9022988505747126,0.5823204419889503,0.633920296570899
VAT_TotalFat_ratio,clinic4_aec_best,external,922,194,0.210412147505423,0.7870808315395943,0.7523925151565545,0.8198508591519481,0.17036234772336567,0.8041237113402062,0.6112637362637363,0.6518438177874186,0.0926634849907188,0.9226804123711341,0.43131868131868134,0.53470715835141
VAT_SAT_ratio,clinic4,internal,1079,161,0.14921223354958293,0.7614074615353388,0.7242812637044014,0.798233359528068,0.15634385685654473,0.6832298136645962,0.7091503267973857,0.7052826691380908,0.08960495814494926,0.9006211180124224,0.4651416122004357,0.5301204819277109
VAT_SAT_ratio,clinic4,external,922,177,0.19197396963123645,0.7083797823531641,0.6669977537354204,0.7490343410828173,0.15634385685654473,0.6949152542372882,0.6093959731543624,0.6258134490238612,0.08960495814494926,0.847457627118644,0.3825503355704698,0.4718004338394794
VAT_SAT_ratio,clinic4_aec_best,internal,1079,161,0.14921223354958293,0.844328069392008,0.8117107859614968,0.8745836903957074,0.1631337155954732,0.8012422360248447,0.7690631808278867,0.7738646895273401,0.09075747022561015,0.9006211180124224,0.6100217864923747,0.6533827618164968
VAT_SAT_ratio,clinic4_aec_best,external,922,177,0.19197396963123645,0.7821484093580556,0.7464744205148347,0.8175783079838211,0.1631337155954732,0.7853107344632768,0.6228187919463087,0.6540130151843818,0.09075747022561015,0.8983050847457628,0.45100671140939597,0.5368763557483731
VAT_TAMA_ratio,clinic4,internal,1079,165,0.15291936978683968,0.8416086466414694,0.8119303451565193,0.8699442053833807,0.12627727936018335,0.8606060606060606,0.6969365426695843,0.7219647822057461,0.08146125874153134,0.9030303030303031,0.5514223194748359,0.6051899907321594
VAT_TAMA_ratio,clinic4,external,922,203,0.22017353579175705,0.8033633193337762,0.7673631877150409,0.8385038991158849,0.12627727936018335,0.7931034482758621,0.655076495132128,0.6854663774403471,0.08146125874153134,0.8620689655172413,0.5201668984700973,0.5954446854663774
VAT_TAMA_ratio,clinic4_aec_best,internal,1079,165,0.15291936978683968,0.8896094423446721,0.8637888267763332,0.9136472477719273,0.1788418664887482,0.8181818181818182,0.8194748358862144,0.8192771084337349,0.08987273559174482,0.9030303030303031,0.6892778993435449,0.7219647822057461
VAT_TAMA_ratio,clinic4_aec_best,external,922,203,0.22017353579175705,0.8493734456038423,0.8164413070666213,0.8808830909476986,0.1788418664887482,0.6748768472906403,0.8428372739916551,0.8058568329718004,0.08987273559174482,0.8275862068965517,0.6856745479833102,0.7169197396963124
TotalFat_TAMA_ratio,clinic4,internal,1079,127,0.11770157553290084,0.8220323562495864,0.782218010528643,0.857595576077982,0.13291323801550672,0.7480314960629921,0.7615546218487395,0.7599629286376274,0.06447781274888226,0.905511811023622,0.5430672268907563,0.5857275254865616
TotalFat_TAMA_ratio,clinic4,external,922,153,0.16594360086767895,0.8206226573854509,0.782477534109924,0.8575029179975571,0.13291323801550672,0.6862745098039216,0.8075422626788037,0.7874186550976139,0.06447781274888226,0.8562091503267973,0.6137841352405722,0.6540130151843818
TotalFat_TAMA_ratio,clinic4_aec_best,internal,1079,127,0.11770157553290084,0.8530652418447693,0.817592011407319,0.886291968299711,0.09270452551288381,0.8503937007874016,0.7258403361344538,0.7405004633920297,0.05265885888613982,0.905511811023622,0.5682773109243697,0.607970342910102
TotalFat_TAMA_ratio,clinic4_aec_best,external,922,153,0.16594360086767895,0.8555207085001317,0.8222294119985125,0.8872043395774758,0.09270452551288381,0.5620915032679739,0.9050715214564369,0.8481561822125814,0.05265885888613982,0.738562091503268,0.7958387516254877,0.7863340563991323
SAT_TotalFat_ratio,clinic4,internal,1079,172,0.15940685820203893,0.7745891130996642,0.7367567463380671,0.8106614956719753,0.14934145107274913,0.7441860465116279,0.6934950385887542,0.7015755329008341,0.07761777029912188,0.9011627906976745,0.42668136714443217,0.5023169601482854
SAT_TotalFat_ratio,clinic4,external,922,119,0.12906724511930587,0.7627384702324267,0.720891914283955,0.803838303347919,0.14934145107274913,0.6890756302521008,0.7073474470734745,0.7049891540130152,0.07761777029912188,0.8907563025210085,0.4533001245330012,0.5097613882863341
SAT_TotalFat_ratio,clinic4_aec_best,internal,1079,172,0.15940685820203893,0.8127612112509937,0.7785822524550999,0.8432003794149396,0.1670526220165385,0.75,0.7453142227122381,0.7460611677479148,0.0816412652889756,0.9011627906976745,0.5148842337375965,0.5764596848934198
SAT_TotalFat_ratio,clinic4_aec_best,external,922,119,0.12906724511930587,0.7987169961384305,0.760647550378913,0.8350092068716618,0.1670526220165385,0.8151260504201681,0.6874221668742216,0.7039045553145337,0.0816412652889756,0.9411764705882353,0.44084682440846823,0.5054229934924078
SAT_TAMA_ratio,clinic4,internal,1079,113,0.10472659870250231,0.8079572729438061,0.765838698361594,0.849425822224692,0.11205942315458481,0.7610619469026548,0.7215320910973085,0.7256719184430028,0.06339266427984878,0.9026548672566371,0.5341614906832298,0.5727525486561631
SAT_TAMA_ratio,clinic4,external,922,125,0.13557483731019523,0.8202409033877041,0.7799935877187921,0.8586331429304996,0.11205942315458481,0.72,0.7917189460476788,0.7819956616052061,0.06339266427984878,0.824,0.6361355081555834,0.6616052060737527
SAT_TAMA_ratio,clinic4_aec_best,internal,1079,113,0.10472659870250231,0.8322065263196468,0.7913870647377355,0.8698920317357943,0.11891562503938985,0.7256637168141593,0.7919254658385093,0.7849860982391103,0.05617509879034843,0.9026548672566371,0.5734989648033126,0.607970342910102
SAT_TAMA_ratio,clinic4_aec_best,external,922,125,0.13557483731019523,0.8368381430363865,0.8021473248168399,0.8715239542216493,0.11891562503938985,0.352,0.958594730238394,0.8763557483731019,0.05617509879034843,0.568,0.8607277289836889,0.8210412147505423
