feature,cohort,predictor_group,predictor,n_seg,segment,r,p_value,n
vat_total_fat,external,aec_segment,seg4_4,4.0,4.0,0.17455584403229515,0.0002849911189515273,428
vat_tama,external,aec_segment,seg4_1,4.0,1.0,0.13193755767762855,0.006266090933006126,428
vat_tama,external,aec_segment,seg4_2,4.0,2.0,0.2839541819979551,2.2196580149880196e-09,428
vat_tama,external,aec_segment,seg4_3,4.0,3.0,0.4546702893354053,3.1821993790839964e-23,428
vat_tama,external,aec_segment,seg4_4,4.0,4.0,0.3481228527025535,1.2242214732420108e-13,428
sat_total_fat,external,aec_segment,seg4_1,4.0,1.0,0.04862818795494006,0.31553310710399224,428
sat_total_fat,external,aec_segment,seg4_2,4.0,2.0,-0.0727065573167387,0.1331606134761819,428
sat_total_fat,external,aec_segment,seg4_3,4.0,3.0,-0.22329337605507898,3.085423133849604e-06,428
sat_total_fat,external,aec_segment,seg4_4,4.0,4.0,-0.17455584403229518,0.0002849911189515273,428
sat_tama,external,aec_segment,seg4_1,4.0,1.0,0.2807043073733476,3.4314788002650682e-09,428
sat_tama,external,aec_segment,seg4_2,4.0,2.0,0.34857865727346604,1.132085389326655e-13,428
sat_tama,external,aec_segment,seg4_3,4.0,3.0,0.42374771853466686,4.4369821384686957e-20,428
sat_tama,external,aec_segment,seg4_4,4.0,4.0,0.3319364008324782,1.8166033862797429e-12,428
total_fat_tama,external,aec_segment,seg4_1,4.0,1.0,0.22872492086030743,1.7391304188071303e-06,428
total_fat_tama,external,aec_segment,seg4_2,4.0,2.0,0.3457373493981204,1.8399426814066626e-13,428
total_fat_tama,external,aec_segment,seg4_3,4.0,3.0,0.4765388213750148,1.1941132851581617e-25,428
total_fat_tama,external,aec_segment,seg4_4,4.0,4.0,0.3691610070392476,2.89077838249379e-15,428
sat,internal,aec_segment,seg8_1,8.0,1.0,0.3554223433130127,4.688019843895189e-13,390
sat,internal,aec_segment,seg8_2,8.0,2.0,0.359973066383885,2.2445563573379742e-13,390
sat,internal,aec_segment,seg8_3,8.0,3.0,0.4000698435073704,2.0138395104543647e-16,390
sat,internal,aec_segment,seg8_4,8.0,4.0,0.47729249099504933,1.3914188459063023e-23,390
sat,internal,aec_segment,seg8_5,8.0,5.0,0.5258623693961394,4.0826746227054147e-29,390
sat,internal,aec_segment,seg8_6,8.0,6.0,0.4970278230686681,1.003822166223929e-25,390
sat,internal,aec_segment,seg8_7,8.0,7.0,0.4439421617433419,2.893528685794115e-20,390
sat,internal,aec_segment,seg8_8,8.0,8.0,0.4235165302736905,2.0912129882682993e-18,390
vat,internal,aec_segment,seg8_1,8.0,1.0,0.1907501641698317,0.00015078302364392057,390
vat,internal,aec_segment,seg8_2,8.0,2.0,0.20434690767917524,4.7918370868296134e-05,390
vat,internal,aec_segment,seg8_3,8.0,3.0,0.2557862046821584,3.045822027114894e-07,390
vat,internal,aec_segment,seg8_4,8.0,4.0,0.38776495348214635,1.9231413243739534e-15,390
vat,internal,aec_segment,seg8_5,8.0,5.0,0.529524023895122,1.43461227000647e-29,390
vat,internal,aec_segment,seg8_6,8.0,6.0,0.5094028423036652,3.854056817576883e-27,390
vat,internal,aec_segment,seg8_7,8.0,7.0,0.43956095879626544,7.427295644243681e-20,390
vat,internal,aec_segment,seg8_8,8.0,8.0,0.37843718334492904,9.999871482422964e-15,390
total_fat,internal,aec_segment,seg8_1,8.0,1.0,0.30533802245719077,7.354588026139878e-10,390
total_fat,internal,aec_segment,seg8_2,8.0,2.0,0.3146502111809426,2.070030790525234e-10,390
total_fat,internal,aec_segment,seg8_3,8.0,3.0,0.36358868217648,1.2397552548208222e-13,390
total_fat,internal,aec_segment,seg8_4,8.0,4.0,0.473780512047427,3.2378002055731664e-23,390
total_fat,internal,aec_segment,seg8_5,8.0,5.0,0.5715425661781491,3.3519150437251636e-35,390
total_fat,internal,aec_segment,seg8_6,8.0,6.0,0.5445208728835752,1.7278468541606475e-31,390
total_fat,internal,aec_segment,seg8_7,8.0,7.0,0.4788868508662366,9.45235961595222e-24,390
total_fat,internal,aec_segment,seg8_8,8.0,8.0,0.4370433516625928,1.2688780920383338e-19,390
vat_sat,internal,aec_segment,seg8_1,8.0,1.0,-0.08563153455568241,0.09126499483181993,390
vat_sat,internal,aec_segment,seg8_2,8.0,2.0,-0.0790765443790576,0.11898070901518146,390
vat_sat,internal,aec_segment,seg8_3,8.0,3.0,-0.0532045999706754,0.294603356987152,390
vat_sat,internal,aec_segment,seg8_4,8.0,4.0,0.04496264253413022,0.37586610690559563,390
vat_sat,internal,aec_segment,seg8_5,8.0,5.0,0.1995399736428741,7.250139458721623e-05,390
vat_sat,internal,aec_segment,seg8_6,8.0,6.0,0.21526663076085623,1.8036693143125773e-05,390
vat_sat,internal,aec_segment,seg8_7,8.0,7.0,0.17854310471247736,0.000395398837335324,390
vat_sat,internal,aec_segment,seg8_8,8.0,8.0,0.11437637837377057,0.02388836467960583,390
vat_total_fat,internal,aec_segment,seg8_1,8.0,1.0,-0.07330925100707156,0.14844675731153992,390
vat_total_fat,internal,aec_segment,seg8_2,8.0,2.0,-0.06325149522277697,0.21263381421578473,390
vat_total_fat,internal,aec_segment,seg8_3,8.0,3.0,-0.033439933027778604,0.5102488948409465,390
vat_total_fat,internal,aec_segment,seg8_4,8.0,4.0,0.05812041736293923,0.2521800764048816,390
vat_total_fat,internal,aec_segment,seg8_5,8.0,5.0,0.21502079045608186,1.8448193035221658e-05,390
vat_total_fat,internal,aec_segment,seg8_6,8.0,6.0,0.23239575403268642,3.5116135337486507e-06,390
vat_total_fat,internal,aec_segment,seg8_7,8.0,7.0,0.19607348564934457,9.714677563775836e-05,390
vat_total_fat,internal,aec_segment,seg8_8,8.0,8.0,0.12630630415166477,0.012547935081730771,390
vat_tama,internal,aec_segment,seg8_1,8.0,1.0,0.1512846290964904,0.0027417497812903084,390
vat_tama,internal,aec_segment,seg8_2,8.0,2.0,0.1619162117053798,0.0013341903733966249,390
vat_tama,internal,aec_segment,seg8_3,8.0,3.0,0.19580961440279684,9.931451661543063e-05,390
vat_tama,internal,aec_segment,seg8_4,8.0,4.0,0.30558995902156366,7.110750054917272e-10,390
vat_tama,internal,aec_segment,seg8_5,8.0,5.0,0.4354782329724869,1.7661984648676528e-19,390
vat_tama,internal,aec_segment,seg8_6,8.0,6.0,0.42085652588805345,3.5755427201731725e-18,390
vat_tama,internal,aec_segment,seg8_7,8.0,7.0,0.3465458216207954,1.906830935727026e-12,390
vat_tama,internal,aec_segment,seg8_8,8.0,8.0,0.29490772686481875,2.888082738955683e-09,390
sat_total_fat,internal,aec_segment,seg8_1,8.0,1.0,0.07330925100707152,0.14844675731154142,390
sat_total_fat,internal,aec_segment,seg8_2,8.0,2.0,0.06325149522277694,0.21263381421578473,390
sat_total_fat,internal,aec_segment,seg8_3,8.0,3.0,0.033439933027778576,0.5102488948409465,390
sat_total_fat,internal,aec_segment,seg8_4,8.0,4.0,-0.05812041736293923,0.2521800764048816,390
sat_total_fat,internal,aec_segment,seg8_5,8.0,5.0,-0.21502079045608186,1.8448193035221658e-05,390
sat_total_fat,internal,aec_segment,seg8_6,8.0,6.0,-0.23239575403268645,3.5116135337486507e-06,390
sat_total_fat,internal,aec_segment,seg8_7,8.0,7.0,-0.19607348564934451,9.714677563775836e-05,390
sat_total_fat,internal,aec_segment,seg8_8,8.0,8.0,-0.12630630415166477,0.012547935081730771,390
sat_tama,internal,aec_segment,seg8_1,8.0,1.0,0.17542672094143014,0.000500840867949429,390
sat_tama,internal,aec_segment,seg8_2,8.0,2.0,0.17048803307685548,0.0007226312553097033,390
sat_tama,internal,aec_segment,seg8_3,8.0,3.0,0.17189912485868722,0.0006514167353256072,390
sat_tama,internal,aec_segment,seg8_4,8.0,4.0,0.18693043363329348,0.0002052170212791609,390
sat_tama,internal,aec_segment,seg8_5,8.0,5.0,0.20233817736990878,5.70386514596296e-05,390
sat_tama,internal,aec_segment,seg8_6,8.0,6.0,0.20160258908679174,6.077061230139664e-05,390
sat_tama,internal,aec_segment,seg8_7,8.0,7.0,0.1748106980632638,0.0005245562375784792,390
sat_tama,internal,aec_segment,seg8_8,8.0,8.0,0.18347944928288318,0.0002697203504175357,390
total_fat_tama,internal,aec_segment,seg8_1,8.0,1.0,0.18502041924104745,0.00023887578243762117,390
total_fat_tama,internal,aec_segment,seg8_2,8.0,2.0,0.18501722418957847,0.00023893617863877728,390
total_fat_tama,internal,aec_segment,seg8_3,8.0,3.0,0.19792879798034668,8.311579926136713e-05,390
total_fat_tama,internal,aec_segment,seg8_4,8.0,4.0,0.24762841470703537,7.349029149140791e-07,390
total_fat_tama,internal,aec_segment,seg8_5,8.0,5.0,0.304641055982768,8.072245644958734e-10,390
total_fat_tama,internal,aec_segment,seg8_6,8.0,6.0,0.29897543086731926,1.7051049108453318e-09,390
total_fat_tama,internal,aec_segment,seg8_7,8.0,7.0,0.2528173870217813,4.2115895535046916e-07,390
total_fat_tama,internal,aec_segment,seg8_8,8.0,8.0,0.24129471953749432,1.4261347585720916e-06,390
sat,external,aec_segment,seg8_1,8.0,1.0,0.37961508363142393,4.0465724830104916e-16,428
sat,external,aec_segment,seg8_2,8.0,2.0,0.38636770716096003,1.0937834579379318e-16,428
sat,external,aec_segment,seg8_3,8.0,3.0,0.4204011350050633,9.298648593872276e-20,428
sat,external,aec_segment,seg8_4,8.0,4.0,0.45975588911121135,8.997360978990024e-24,428
sat,external,aec_segment,seg8_5,8.0,5.0,0.5300047876941107,2.2678077366109147e-32,428
sat,external,aec_segment,seg8_6,8.0,6.0,0.47755828008296464,9.112776787800795e-26,428
sat,external,aec_segment,seg8_7,8.0,7.0,0.4156042965777545,2.647168507209372e-19,428
sat,external,aec_segment,seg8_8,8.0,8.0,0.41749519607377644,1.7560768364105233e-19,428
vat,external,aec_segment,seg8_1,8.0,1.0,0.21185690455518974,9.852404470445214e-06,428
vat,external,aec_segment,seg8_2,8.0,2.0,0.2504357997405982,1.5226996786738123e-07,428
vat,external,aec_segment,seg8_3,8.0,3.0,0.32678915890028704,4.14567780123221e-12,428
vat,external,aec_segment,seg8_4,8.0,4.0,0.42714748745986236,2.0747045961690566e-20,428
vat,external,aec_segment,seg8_5,8.0,5.0,0.5537510710801357,9.23822444855236e-36,428
vat,external,aec_segment,seg8_6,8.0,6.0,0.5200816574886648,4.948946044449962e-31,428
vat,external,aec_segment,seg8_7,8.0,7.0,0.44918886603703295,1.2129010047674414e-22,428
vat,external,aec_segment,seg8_8,8.0,8.0,0.41736327724213046,1.8072363369487825e-19,428
total_fat,external,aec_segment,seg8_1,8.0,1.0,0.3251699990841459,5.357063854663268e-12,428
total_fat,external,aec_segment,seg8_2,8.0,2.0,0.3481621323768642,1.2160006724622048e-13,428
total_fat,external,aec_segment,seg8_3,8.0,3.0,0.4056694137066065,2.1923128167606815e-18,428
total_fat,external,aec_segment,seg8_4,8.0,4.0,0.47813327518881094,7.82102806330481e-26,428
total_fat,external,aec_segment,seg8_5,8.0,5.0,0.581511252501627,4.380276618336783e-40,428
total_fat,external,aec_segment,seg8_6,8.0,6.0,0.5344117013344569,5.580399137600169e-33,428
total_fat,external,aec_segment,seg8_7,8.0,7.0,0.46339035931870864,3.600584679234419e-24,428
total_fat,external,aec_segment,seg8_8,8.0,8.0,0.4487558982036569,1.3467244734456465e-22,428
vat_sat,external,aec_segment,seg8_1,8.0,1.0,-0.07965297153145319,0.09983173333444709,428
vat_sat,external,aec_segment,seg8_2,8.0,2.0,-0.04122714355844112,0.3948909066311837,428
vat_sat,external,aec_segment,seg8_3,8.0,3.0,0.018682930834353215,0.6999271862840514,428
vat_sat,external,aec_segment,seg8_4,8.0,4.0,0.09973282191620128,0.039169760994113255,428
vat_sat,external,aec_segment,seg8_5,8.0,5.0,0.1999439099582569,3.0928341741164744e-05,428
vat_sat,external,aec_segment,seg8_6,8.0,6.0,0.20416541093502788,2.0777285000757966e-05,428
vat_sat,external,aec_segment,seg8_7,8.0,7.0,0.17212815158152742,0.00034711379326928784,428
vat_sat,external,aec_segment,seg8_8,8.0,8.0,0.13430009298798395,0.005387306821127457,428
vat_total_fat,external,aec_segment,seg8_1,8.0,1.0,-0.0693341372009604,0.15216541436033726,428
vat_total_fat,external,aec_segment,seg8_2,8.0,2.0,-0.027783199126017726,0.566500479307166,428
vat_total_fat,external,aec_segment,seg8_3,8.0,3.0,0.03352524196648389,0.48909954672533074,428
vat_total_fat,external,aec_segment,seg8_4,8.0,4.0,0.11319691157174709,0.01915395905405171,428
vat_total_fat,external,aec_segment,seg8_5,8.0,5.0,0.2168576152558283,5.975611142063575e-06,428
