feature,model,cohort,scanner,n,n_pos,auc
VAT_SAT_ratio,clinic4_aec_best,internal,Revolution CT,69,10,0.8440677966101695
VAT_SAT_ratio,clinic4_aec_best,internal,SOMATOM Definition AS+,85,8,0.8912337662337663
VAT_SAT_ratio,clinic4_aec_best,internal,Sensation 64,122,28,0.7997720364741642
VAT_SAT_ratio,clinic4_aec_best,external,Revolution EVO,61,12,0.6972789115646258
VAT_SAT_ratio,clinic4_aec_best,external,iCT 256,52,6,0.5434782608695652
VAT_SAT_ratio,clinic4_aec_best,external,SOMATOM Definition AS+,85,16,0.7346014492753623
VAT_SAT_ratio,clinic4_aec_best,external,SOMATOM Definition Flash,115,15,0.6900000000000001
VAT_SAT_ratio,clinic4_aec_best,external,SOMATOM Force,58,5,0.8075471698113208
VAT_TAMA_ratio,clinic4,internal,Ingenuity Core 128,111,11,0.6572727272727272
VAT_TAMA_ratio,clinic4,internal,Revolution CT,69,9,0.6574074074074074
VAT_TAMA_ratio,clinic4,internal,SOMATOM Definition AS+,85,8,0.6834415584415585
VAT_TAMA_ratio,clinic4,internal,Sensation 64,122,17,0.7994397759103642
VAT_TAMA_ratio,clinic4,external,Revolution EVO,61,12,0.6547619047619048
VAT_TAMA_ratio,clinic4,external,iCT 256,52,7,0.6793650793650794
VAT_TAMA_ratio,clinic4,external,SOMATOM Definition AS+,85,13,0.8846153846153846
VAT_TAMA_ratio,clinic4,external,SOMATOM Definition Flash,115,17,0.7352941176470588
VAT_TAMA_ratio,clinic4,external,SOMATOM Force,58,10,0.91875
VAT_TAMA_ratio,clinic4_aec_best,internal,Ingenuity Core 128,111,11,0.8681818181818182
VAT_TAMA_ratio,clinic4_aec_best,internal,Revolution CT,69,9,0.7666666666666666
VAT_TAMA_ratio,clinic4_aec_best,internal,SOMATOM Definition AS+,85,8,0.8051948051948052
VAT_TAMA_ratio,clinic4_aec_best,internal,Sensation 64,122,17,0.8733893557422969
VAT_TAMA_ratio,clinic4_aec_best,external,Revolution EVO,61,12,0.846938775510204
VAT_TAMA_ratio,clinic4_aec_best,external,iCT 256,52,7,0.7365079365079366
VAT_TAMA_ratio,clinic4_aec_best,external,SOMATOM Definition AS+,85,13,0.7393162393162394
VAT_TAMA_ratio,clinic4_aec_best,external,SOMATOM Definition Flash,115,17,0.7286914765906364
VAT_TAMA_ratio,clinic4_aec_best,external,SOMATOM Force,58,10,0.8979166666666666
TotalFat_TAMA_ratio,clinic4,internal,Ingenuity Core 128,111,2,0.8623853211009174
TotalFat_TAMA_ratio,clinic4,internal,Revolution CT,69,3,0.9343434343434344
TotalFat_TAMA_ratio,clinic4,internal,SOMATOM Definition AS+,85,6,0.6118143459915611
TotalFat_TAMA_ratio,clinic4,internal,Sensation 64,122,6,0.8189655172413794
TotalFat_TAMA_ratio,clinic4,external,Revolution EVO,61,7,0.4656084656084656
TotalFat_TAMA_ratio,clinic4,external,iCT 256,52,1,0.6666666666666667
TotalFat_TAMA_ratio,clinic4,external,SOMATOM Definition AS+,85,6,0.9092827004219409
TotalFat_TAMA_ratio,clinic4,external,SOMATOM Definition Flash,115,4,0.8581081081081081
TotalFat_TAMA_ratio,clinic4,external,SOMATOM Force,58,5,0.9660377358490566
TotalFat_TAMA_ratio,clinic4_aec_best,internal,Ingenuity Core 128,111,2,0.8990825688073394
TotalFat_TAMA_ratio,clinic4_aec_best,internal,Revolution CT,69,3,0.8131313131313131
TotalFat_TAMA_ratio,clinic4_aec_best,internal,SOMATOM Definition AS+,85,6,0.6012658227848101
TotalFat_TAMA_ratio,clinic4_aec_best,internal,Sensation 64,122,6,0.8635057471264368
TotalFat_TAMA_ratio,clinic4_aec_best,external,Revolution EVO,61,7,0.6455026455026455
TotalFat_TAMA_ratio,clinic4_aec_best,external,iCT 256,52,1,0.7254901960784313
TotalFat_TAMA_ratio,clinic4_aec_best,external,SOMATOM Definition AS+,85,6,0.9324894514767932
TotalFat_TAMA_ratio,clinic4_aec_best,external,SOMATOM Definition Flash,115,4,0.7027027027027027
TotalFat_TAMA_ratio,clinic4_aec_best,external,SOMATOM Force,58,5,0.7962264150943397
SAT_TotalFat_ratio,clinic4,internal,Ingenuity Core 128,111,14,0.7606774668630338
SAT_TotalFat_ratio,clinic4,internal,Revolution CT,69,11,0.835423197492163
SAT_TotalFat_ratio,clinic4,internal,SOMATOM Definition AS+,85,18,0.6774461028192372
SAT_TotalFat_ratio,clinic4,internal,Sensation 64,122,21,0.6704384724186705
SAT_TotalFat_ratio,clinic4,external,Revolution EVO,61,4,0.5131578947368421
SAT_TotalFat_ratio,clinic4,external,iCT 256,52,6,0.7898550724637681
SAT_TotalFat_ratio,clinic4,external,SOMATOM Definition AS+,85,18,0.7396351575456053
SAT_TotalFat_ratio,clinic4,external,SOMATOM Definition Flash,115,18,0.6758304696449027
SAT_TotalFat_ratio,clinic4,external,SOMATOM Force,58,12,0.8115942028985508
SAT_TotalFat_ratio,clinic4_aec_best,internal,Ingenuity Core 128,111,14,0.8483063328424153
SAT_TotalFat_ratio,clinic4_aec_best,internal,Revolution CT,69,11,0.9028213166144201
SAT_TotalFat_ratio,clinic4_aec_best,internal,SOMATOM Definition AS+,85,18,0.8026533996683249
SAT_TotalFat_ratio,clinic4_aec_best,internal,Sensation 64,122,21,0.7350306459217351
SAT_TotalFat_ratio,clinic4_aec_best,external,Revolution EVO,61,4,0.6271929824561403
SAT_TotalFat_ratio,clinic4_aec_best,external,iCT 256,52,6,0.7065217391304348
SAT_TotalFat_ratio,clinic4_aec_best,external,SOMATOM Definition AS+,85,18,0.8034825870646767
SAT_TotalFat_ratio,clinic4_aec_best,external,SOMATOM Definition Flash,115,18,0.6924398625429553
SAT_TotalFat_ratio,clinic4_aec_best,external,SOMATOM Force,58,12,0.8079710144927537
SAT_TAMA_ratio,clinic4,internal,Revolution CT,69,2,0.4925373134328358
SAT_TAMA_ratio,clinic4,internal,SOMATOM Definition AS+,85,4,0.345679012345679
SAT_TAMA_ratio,clinic4,internal,Sensation 64,122,2,0.47500000000000003
SAT_TAMA_ratio,clinic4,external,Revolution EVO,61,3,0.5517241379310345
SAT_TAMA_ratio,clinic4,external,SOMATOM Definition AS+,85,4,0.8888888888888888
SAT_TAMA_ratio,clinic4,external,SOMATOM Definition Flash,115,2,0.8584070796460177
SAT_TAMA_ratio,clinic4,external,SOMATOM Force,58,4,0.6527777777777778
SAT_TAMA_ratio,clinic4_aec_best,internal,Revolution CT,69,2,0.9104477611940298
SAT_TAMA_ratio,clinic4_aec_best,internal,SOMATOM Definition AS+,85,4,0.42901234567901236
SAT_TAMA_ratio,clinic4_aec_best,internal,Sensation 64,122,2,0.6791666666666667
SAT_TAMA_ratio,clinic4_aec_best,external,Revolution EVO,61,3,0.7068965517241379
SAT_TAMA_ratio,clinic4_aec_best,external,SOMATOM Definition AS+,85,4,0.8395061728395062
SAT_TAMA_ratio,clinic4_aec_best,external,SOMATOM Definition Flash,115,2,0.4247787610619469
SAT_TAMA_ratio,clinic4_aec_best,external,SOMATOM Force,58,4,0.3472222222222222
