config,threshold_R1,threshold_R2,threshold_R3,threshold_R4,pattern_mask,patterns,n_patterns,survives_internal_constraints,internal_selection_score,internal_min_p_loss,internal_max_sens_loss,internal_min_spec_gain,internal_mean_spec_gain,internal_max_fisher_p,internal_min_deesc_n,internal_mean_event_rate
direct_vote_guarded,0.5,0.5,0.5,0.5,34048,"---+,-+-+,++++",3,True,0.13769927117642888,0.25,0.023255813953488413,0.037460978147762725,0.04370447450572321,0.003761606266797732,39,0.04197606176329581
direct_vote_guarded,0.55,0.55,0.75,0.65,1156,"-+--,+++-,-+-+",3,True,0.13743226869550892,0.0625,0.03875968992248058,0.04162330905306977,0.04849115504682622,0.009093811582935797,43,0.061642251450732974
direct_vote_guarded,0.75,0.75,0.75,0.65,1044,"-+--,--+-,-+-+",3,True,0.13711017497258185,0.125,0.03100775193798444,0.04058272632674298,0.045369406867845984,0.02736010821264167,42,0.060656216109632254
direct_vote_guarded,0.65,0.75,0.55,0.65,5136,"--+-,-+-+,--++",3,True,0.13698660487045153,0.0625,0.03875968992248069,0.04162330905306977,0.05202913631633717,0.011954466450485007,45,0.0815935569630151
direct_vote_guarded,0.55,0.65,0.65,0.65,52,"-+--,--+-,+-+-",3,True,0.1363816252554029,0.0625,0.03875968992248058,0.043704474505723234,0.04578563995837672,0.019560488225068038,46,0.07591279805169061
direct_vote_guarded,0.45,0.45,0.45,0.45,33856,"-++-,-+-+,++++",3,True,0.13606008189427082,0.125,0.03100775193798455,0.03850156087408951,0.04765868886576483,0.009055059699367077,41,0.05325127326127416
direct_vote_guarded,0.55,0.55,0.65,0.75,132,"-+--,+++-",2,True,0.13603895614308092,0.0625,0.03875968992248058,0.04162330905306977,0.04807492195629555,0.019814912689705602,43,0.06419340150114389
direct_vote_guarded,0.65,0.75,0.65,0.55,272,"--+-,---+",2,True,0.1359126495194378,0.0625,0.03875968992248069,0.043704474505723234,0.047242455775234136,0.024003828208369722,46,0.08500867604454508
direct_vote_guarded,0.65,0.75,0.65,0.55,280,"++--,--+-,---+",3,True,0.1359126495194378,0.0625,0.03875968992248069,0.043704474505723234,0.047242455775234136,0.024003828208369722,46,0.08500867604454508
direct_vote_guarded,0.65,0.65,0.65,0.65,20,"-+--,--+-",2,True,0.1355141820649465,0.0625,0.03875968992248058,0.042663891779396446,0.04640998959417273,0.007907958849895865,45,0.07107439855374774
direct_vote_guarded,0.65,0.75,0.65,0.75,20,"-+--,--+-",2,True,0.1354554307022171,0.0625,0.03875968992248058,0.042663891779396446,0.0445369406867846,0.012389179062794376,43,0.06121105206921527
direct_vote_guarded,0.65,0.65,0.55,0.65,1040,"--+-,-+-+",2,True,0.13518065350951514,0.0625,0.03875968992248069,0.04162330905306977,0.05098855359001044,0.011954466450485007,45,0.08340633222986163
direct_vote_guarded,0.65,0.75,0.55,0.65,1040,"--+-,-+-+",2,True,0.13496863529826286,0.0625,0.03875968992248069,0.04162330905306977,0.050780437044745066,0.011954466450485007,45,0.08317219903949077
direct_vote_guarded,0.6,0.6,0.6,0.6,1104,"--+-,-++-,-+-+",3,True,0.13455225395222536,0.125,0.03100775193798455,0.03850156087408951,0.04765868886576481,0.005981396843943101,40,0.05952847805788982
direct_vote_guarded,0.65,0.55,0.55,0.75,208,"--+-,-++-,+++-",3,True,0.13448078403041028,0.0625,0.03875968992248058,0.04162330905306977,0.049947970863683674,0.016085415348708262,44,0.08046430405752439
direct_vote_guarded,0.65,0.65,0.65,0.65,1168,"--+-,+++-,-+-+",3,True,0.13408105303835033,0.125,0.03100775193798444,0.04058272632674298,0.04349635796045783,0.03686383662317001,40,0.062272551255297626
direct_vote_guarded,0.55,0.75,0.55,0.55,276,"-+--,--+-,---+",3,True,0.13372775946290946,0.125,0.03100775193798455,0.04058272632674298,0.04557752341311132,0.014755186332989079,43,0.07627647793407318
