feature,model,cohort,scanner,n,n_pos,auc
VAT_TAMA_ratio,clinic4_aec_best,external,Revolution EVO,61,12,0.8010204081632653
VAT_TAMA_ratio,clinic4_aec_best,external,SOMATOM Definition Flash,115,17,0.7611044417767107
VAT_TAMA_ratio,clinic4_aec_best,external,SOMATOM Force,58,10,0.8916666666666667
VAT_TAMA_ratio,clinic4_aec_best,external,SOMATOM Definition AS+,84,13,0.7995666305525461
VAT_TAMA_ratio,clinic4_aec_best,external,iCT 256,52,7,0.7428571428571429
TotalFat_TAMA_ratio,clinic4,internal,Revolution CT,69,3,0.8636363636363636
TotalFat_TAMA_ratio,clinic4,internal,Sensation 64,122,6,0.8031609195402298
TotalFat_TAMA_ratio,clinic4,internal,SOMATOM Definition AS+,85,6,0.6075949367088608
TotalFat_TAMA_ratio,clinic4,internal,Ingenuity Core 128,111,2,0.7889908256880733
TotalFat_TAMA_ratio,clinic4,external,Revolution EVO,61,6,0.4636363636363636
TotalFat_TAMA_ratio,clinic4,external,SOMATOM Definition Flash,115,4,0.8603603603603605
TotalFat_TAMA_ratio,clinic4,external,SOMATOM Force,58,5,0.9660377358490566
TotalFat_TAMA_ratio,clinic4,external,SOMATOM Definition AS+,84,6,0.9059829059829059
TotalFat_TAMA_ratio,clinic4,external,iCT 256,52,1,0.6666666666666667
TotalFat_TAMA_ratio,clinic4_aec_best,internal,Revolution CT,69,3,0.712121212121212
TotalFat_TAMA_ratio,clinic4_aec_best,internal,Sensation 64,122,6,0.8333333333333333
TotalFat_TAMA_ratio,clinic4_aec_best,internal,SOMATOM Definition AS+,85,6,0.6708860759493671
TotalFat_TAMA_ratio,clinic4_aec_best,internal,Ingenuity Core 128,111,2,0.7844036697247707
TotalFat_TAMA_ratio,clinic4_aec_best,external,Revolution EVO,61,6,0.5727272727272728
TotalFat_TAMA_ratio,clinic4_aec_best,external,SOMATOM Definition Flash,115,4,0.8536036036036035
TotalFat_TAMA_ratio,clinic4_aec_best,external,SOMATOM Force,58,5,0.9283018867924528
TotalFat_TAMA_ratio,clinic4_aec_best,external,SOMATOM Definition AS+,84,6,0.9123931623931625
TotalFat_TAMA_ratio,clinic4_aec_best,external,iCT 256,52,1,0.7647058823529411
SAT_TotalFat_ratio,clinic4,internal,Revolution CT,69,11,0.8369905956112852
SAT_TotalFat_ratio,clinic4,internal,Sensation 64,122,21,0.668081093823668
SAT_TotalFat_ratio,clinic4,internal,SOMATOM Definition AS+,85,18,0.6849087893864013
SAT_TotalFat_ratio,clinic4,internal,Ingenuity Core 128,111,14,0.8041237113402062
SAT_TotalFat_ratio,clinic4,external,Revolution EVO,61,5,0.6142857142857142
SAT_TotalFat_ratio,clinic4,external,SOMATOM Definition Flash,115,18,0.6769759450171821
SAT_TotalFat_ratio,clinic4,external,SOMATOM Force,58,13,0.8256410256410256
SAT_TotalFat_ratio,clinic4,external,SOMATOM Definition AS+,84,17,0.7260755048287972
SAT_TotalFat_ratio,clinic4,external,iCT 256,52,6,0.7898550724637681
SAT_TotalFat_ratio,clinic4_aec_best,internal,Revolution CT,69,11,0.8072100313479624
SAT_TotalFat_ratio,clinic4_aec_best,internal,Sensation 64,122,21,0.7435172088637434
SAT_TotalFat_ratio,clinic4_aec_best,internal,SOMATOM Definition AS+,85,18,0.7985074626865671
SAT_TotalFat_ratio,clinic4_aec_best,internal,Ingenuity Core 128,111,14,0.8615611192930781
SAT_TotalFat_ratio,clinic4_aec_best,external,Revolution EVO,61,5,0.7714285714285715
SAT_TotalFat_ratio,clinic4_aec_best,external,SOMATOM Definition Flash,115,18,0.7033218785796106
SAT_TotalFat_ratio,clinic4_aec_best,external,SOMATOM Force,58,13,0.8222222222222222
SAT_TotalFat_ratio,clinic4_aec_best,external,SOMATOM Definition AS+,84,17,0.7884108867427567
SAT_TotalFat_ratio,clinic4_aec_best,external,iCT 256,52,6,0.786231884057971
SAT_TAMA_ratio,clinic4,internal,Revolution CT,69,2,0.9029850746268657
SAT_TAMA_ratio,clinic4,internal,Sensation 64,122,2,0.3208333333333333
SAT_TAMA_ratio,clinic4,internal,SOMATOM Definition AS+,85,4,0.36728395061728397
SAT_TAMA_ratio,clinic4,external,Revolution EVO,61,3,0.5517241379310345
SAT_TAMA_ratio,clinic4,external,SOMATOM Definition Flash,115,2,0.8584070796460177
SAT_TAMA_ratio,clinic4,external,SOMATOM Force,58,4,0.6527777777777778
SAT_TAMA_ratio,clinic4,external,SOMATOM Definition AS+,84,4,0.8875
SAT_TAMA_ratio,clinic4_aec_best,internal,Revolution CT,69,2,0.9626865671641791
SAT_TAMA_ratio,clinic4_aec_best,internal,Sensation 64,122,2,0.4458333333333333
SAT_TAMA_ratio,clinic4_aec_best,internal,SOMATOM Definition AS+,85,4,0.5339506172839507
SAT_TAMA_ratio,clinic4_aec_best,external,Revolution EVO,61,3,0.8678160919540229
SAT_TAMA_ratio,clinic4_aec_best,external,SOMATOM Definition Flash,115,2,0.5929203539823009
SAT_TAMA_ratio,clinic4_aec_best,external,SOMATOM Force,58,4,0.49537037037037046
SAT_TAMA_ratio,clinic4_aec_best,external,SOMATOM Definition AS+,84,4,0.9218749999999999
